행정구역별(1),행정구역별(2),year,일반폐기물재활용률,총재활용량,생활폐기물총발생량
제주특별자치도,제주시,2011,56.7,316.3,557.4
제주특별자치도,서귀포시,2011,45.2,93.7,207.3
서울특별시,종로구,2012,69.6,268.9,386.6
서울특별시,중구,2012,59.7,330.5,553.4
서울특별시,용산구,2012,53.8,122.5,227.9
서울특별시,성동구,2012,64.7,173.1,267.6
서울특별시,광진구,2012,75.1,276.6,368.5
서울특별시,동대문구,2012,70.7,282.8,400.0
서울특별시,중랑구,2012,56.0,124.5,222.5
서울특별시,성북구,2012,57.4,172.6,300.6
서울특별시,강북구,2012,67.8,164.4,242.5
서울특별시,도봉구,2012,81.6,326.9,400.4
서울특별시,노원구,2012,60.8,187.3,307.9
서울특별시,은평구,2012,52.1,136.0,261.1
서울특별시,서대문구,2012,62.5,164.8,263.6
서울특별시,마포구,2012,55.5,155.3,279.6
서울특별시,양천구,2012,63.1,173.2,274.5
서울특별시,강서구,2012,71.7,286.1,399.1
서울특별시,구로구,2012,53.3,152.4,285.7
서울특별시,금천구,2012,61.4,137.2,223.5
서울특별시,영등포구,2012,61.1,246.5,403.2
서울특별시,동작구,2012,71.3,240.8,337.7
서울특별시,관악구,2012,59.0,187.5,317.6
서울특별시,서초구,2012,69.2,400.2,578.1
서울특별시,강남구,2012,69.0,679.8,984.9
서울특별시,송파구,2012,72.6,467.5,644.2
서울특별시,강동구,2012,56.9,147.1,258.6
부산광역시,중구,2012,42.7,34.7,81.3
부산광역시,서구,2012,66.5,78.3,117.8
부산광역시,동구,2012,69.5,65.5,94.3
부산광역시,영도구,2012,76.1,91.4,120.1
부산광역시,부산진구,2012,66.9,250.1,373.7
부산광역시,동래구,2012,71.0,166.2,234.2
부산광역시,남구,2012,72.9,163.0,223.5
부산광역시,북구,2012,74.6,192.8,258.5
부산광역시,해운대구,2012,72.0,275.9,383.2
부산광역시,사하구,2012,62.6,202.5,323.7
부산광역시,금정구,2012,72.9,160.4,219.9
부산광역시,강서구,2012,51.8,41.3,79.7
부산광역시,연제구,2012,72.1,126.1,174.8
부산광역시,수영구,2012,73.5,106.3,144.6
부산광역시,사상구,2012,69.5,185.8,267.2
부산광역시,기장군,2012,59.2,54.8,92.5
대구광역시,중구,2012,44.8,84.4,188.4
대구광역시,동구,2012,48.4,170.8,352.6
대구광역시,서구,2012,53.5,135.6,253.3
대구광역시,남구,2012,48.5,105.4,217.1
대구광역시,북구,2012,50.1,218.4,436.3
대구광역시,수성구,2012,55.5,230.5,415.1
대구광역시,달서구,2012,53.4,313.6,587.4
대구광역시,달성군,2012,64.1,149.7,233.6
인천광역시,중구,2012,60.2,118.0,195.9
인천광역시,동구,2012,76.6,68.4,89.3
인천광역시,남구,2012,63.4,188.3,296.8
인천광역시,연수구,2012,64.5,98.4,152.6
인천광역시,남동구,2012,55.8,157.4,282.2
인천광역시,부평구,2012,52.0,183.8,353.4
인천광역시,계양구,2012,68.8,166.3,241.8
인천광역시,서구,2012,53.3,116.9,219.2
인천광역시,미추홀구,2012,-,-,-
인천광역시,강화군,2012,72.0,57.2,79.4
인천광역시,옹진군,2012,60.6,13.7,22.6
광주광역시,동구,2012,67.0,111.0,165.6
광주광역시,서구,2012,64.3,217.8,338.7
광주광역시,남구,2012,65.8,116.8,177.6
광주광역시,북구,2012,59.1,208.7,353.1
광주광역시,광산구,2012,58.7,172.5,293.8
대전광역시,동구,2012,64.5,155.3,240.9
대전광역시,중구,2012,68.3,182.9,267.7
대전광역시,서구,2012,64.2,284.3,442.5
대전광역시,유성구,2012,69.6,196.9,282.7
대전광역시,대덕구,2012,67.5,158.6,235.1
울산광역시,중구,2012,51.4,126.7,246.7
울산광역시,남구,2012,65.6,267.3,407.6
울산광역시,동구,2012,57.3,128.7,224.6
울산광역시,북구,2012,55.2,108.1,195.7
울산광역시,울주군,2012,64.8,133.3,205.8
경기도,수원시,2012,55.6,598.0,1074.7
경기도,성남시,2012,52.7,407.7,773.5
경기도,의정부시,2012,61.6,256.1,415.8
경기도,안양시,2012,51.7,216.9,419.3
경기도,부천시,2012,68.3,479.7,702.3
경기도,광명시,2012,48.3,129.4,268.1
경기도,평택시,2012,71.3,292.6,410.4
경기도,동두천시,2012,52.7,38.5,73.0
경기도,안산시,2012,52.4,258.2,492.4
경기도,고양시,2012,66.4,561.1,845.6
경기도,과천시,2012,35.1,27.9,79.5
경기도,구리시,2012,64.1,123.0,192.0
경기도,남양주시,2012,71.1,343.6,483.3
경기도,오산시,2012,65.1,102.9,158.0
경기도,시흥시,2012,59.5,180.0,302.4
경기도,군포시,2012,70.1,210.9,301.0
경기도,의왕시,2012,61.0,65.6,107.5
경기도,하남시,2012,62.4,84.9,136.0
경기도,용인시,2012,41.0,319.7,779.1
경기도,파주시,2012,70.9,264.8,373.3
경기도,이천시,2012,74.9,207.3,276.9
경기도,안성시,2012,74.4,218.3,293.5
경기도,김포시,2012,69.5,163.3,234.8
경기도,화성시,2012,72.5,232.0,320.0
경기도,광주시,2012,71.5,179.3,250.6
경기도,양주시,2012,72.7,125.2,172.1
경기도,포천시,2012,58.3,101.4,173.9
경기도,여주시,2012,-,-,-
경기도,경기 여주군,2012,79.6,105.1,132.1
경기도,연천군,2012,52.6,28.4,54.0
경기도,가평군,2012,45.3,27.4,60.5
경기도,양평군,2012,55.5,40.3,72.6
강원도,춘천시,2012,58.3,271.3,465.6
강원도,원주시,2012,67.1,216.8,323.2
강원도,강릉시,2012,64.6,238.6,369.3
강원도,동해시,2012,31.3,34.5,110.2
강원도,태백시,2012,56.3,46.7,83.0
강원도,속초시,2012,49.5,82.2,165.9
강원도,삼척시,2012,27.9,29.1,104.3
강원도,홍천군,2012,37.8,21.7,57.4
강원도,횡성군,2012,43.2,18.6,43.1
강원도,영월군,2012,45.0,18.0,40.0
강원도,평창군,2012,61.3,27.3,44.5
강원도,정선군,2012,41.2,20.2,49.0
강원도,철원군,2012,48.2,31.9,66.2
강원도,화천군,2012,31.1,13.2,42.5
강원도,양구군,2012,39.4,13.9,35.3
강원도,인제군,2012,32.0,22.5,70.3
강원도,고성군,2012,30.4,21.6,71.1
강원도,양양군,2012,20.3,7.0,34.4
충청북도,충북 청주시,2012,61.6,460.4,747.7
충청북도,충주시,2012,45.9,116.2,253.4
충청북도,제천시,2012,30.7,37.2,121.1
충청북도,청주시,2012,-,-,-
충청북도,충북 청원군,2012,83.9,192.9,229.9
충청북도,보은군,2012,60.6,26.0,42.9
충청북도,옥천군,2012,39.3,18.4,46.8
충청북도,영동군,2012,42.7,15.0,35.1
충청북도,진천군,2012,70.4,62.6,88.9
충청북도,괴산군,2012,63.9,30.4,47.6
충청북도,음성군,2012,64.6,60.2,93.2
충청북도,단양군,2012,49.6,19.3,38.9
충청북도,증평군,2012,39.3,11.0,28.0
충청남도,천안시,2012,70.4,690.9,981.9
충청남도,공주시,2012,62.9,82.1,130.6
충청남도,보령시,2012,41.6,44.1,106.0
충청남도,아산시,2012,56.7,154.3,271.9
충청남도,서산시,2012,54.8,97.3,177.6
충청남도,논산시,2012,54.0,94.3,174.6
충청남도,계룡시,2012,52.2,29.5,56.5
충청남도,당진시,2012,51.2,76.5,149.3
충청남도,금산군,2012,42.6,23.2,54.4
충청남도,충남 연기군,2012,-,-,-
충청남도,부여군,2012,65.2,38.3,58.7
충청남도,서천군,2012,41.5,17.3,41.7
충청남도,청양군,2012,44.1,12.4,28.1
충청남도,홍성군,2012,28.5,17.3,60.6
충청남도,예산군,2012,40.3,25.7,63.8
충청남도,태안군,2012,48.9,27.3,55.8
충청남도,충남 당진군,2012,-,-,-
전라북도,전주시,2012,73.7,468.0,635.3
전라북도,군산시,2012,29.9,93.9,313.6
전라북도,익산시,2012,58.7,224.8,383.1
전라북도,정읍시,2012,47.7,38.1,79.8
전라북도,남원시,2012,33.0,25.3,76.6
전라북도,김제시,2012,60.3,37.5,62.2
전라북도,완주군,2012,61.3,28.3,46.2
전라북도,진안군,2012,24.9,5.1,20.5
전라북도,무주군,2012,49.6,12.1,24.4
전라북도,장수군,2012,22.1,4.2,19.0
전라북도,임실군,2012,23.8,3.5,14.7
전라북도,순창군,2012,46.5,10.5,22.6
전라북도,고창군,2012,73.1,32.9,45.0
전라북도,부안군,2012,55.6,29.7,53.4
전라남도,목포시,2012,45.3,138.7,305.9
전라남도,여수시,2012,28.3,137.1,484.5
전라남도,순천시,2012,63.3,234.8,371.1
전라남도,나주시,2012,63.2,57.7,91.3
전라남도,광양시,2012,36.5,56.7,155.5
전라남도,담양군,2012,28.2,9.1,32.3
전라남도,곡성군,2012,62.8,12.5,19.9
전라남도,구례군,2012,35.1,6.8,19.4
전라남도,고흥군,2012,48.7,31.3,64.3
전라남도,보성군,2012,58.4,19.1,32.7
전라남도,화순군,2012,65.1,28.0,43.0
전라남도,장흥군,2012,40.1,12.4,30.9
전라남도,강진군,2012,63.7,16.7,26.2
전라남도,해남군,2012,66.9,105.2,157.3
전라남도,영암군,2012,56.1,27.3,48.7
전라남도,무안군,2012,44.1,25.3,57.4
전라남도,함평군,2012,45.8,10.4,22.7
전라남도,영광군,2012,35.8,17.2,48.0
전라남도,장성군,2012,17.6,4.4,25.0
전라남도,완도군,2012,36.0,23.5,65.3
전라남도,진도군,2012,59.1,21.2,35.9
전라남도,신안군,2012,37.7,16.6,44.0
경상북도,포항시,2012,51.3,386.8,753.3
경상북도,경주시,2012,52.7,146.1,277.4
경상북도,김천시,2012,48.8,52.9,108.3
경상북도,안동시,2012,44.4,73.6,165.9
경상북도,구미시,2012,45.5,115.5,253.9
경상북도,영주시,2012,47.6,86.6,181.8
경상북도,영천시,2012,36.6,21.9,59.9
경상북도,상주시,2012,45.6,39.8,87.3
경상북도,문경시,2012,31.3,32.4,103.5
경상북도,경산시,2012,47.9,81.6,170.3
경상북도,군위군,2012,35.6,6.2,17.4
경상북도,의성군,2012,37.3,15.6,41.8
경상북도,청송군,2012,33.2,8.2,24.7
경상북도,영양군,2012,27.0,3.4,12.6
경상북도,영덕군,2012,28.7,15.8,55.1
경상북도,청도군,2012,35.1,6.6,18.8
경상북도,고령군,2012,29.6,5.8,19.6
경상북도,성주군,2012,28.4,6.7,23.6
경상북도,칠곡군,2012,26.0,26.9,103.6
경상북도,예천군,2012,25.6,7.2,28.1
경상북도,봉화군,2012,52.9,22.1,41.8
경상북도,울진군,2012,53.0,29.0,54.7
경상북도,울릉군,2012,10.6,2.1,19.8
경상남도,진주시,2012,57.0,214.2,376.1
경상남도,통영시,2012,32.8,62.4,190.5
경상남도,사천시,2012,34.1,52.4,153.5
경상남도,김해시,2012,64.4,285.7,443.6
경상남도,밀양시,2012,50.5,43.9,87.0
경상남도,거제시,2012,54.4,128.1,235.5
경상남도,양산시,2012,56.5,141.2,250.1
경상남도,창원시,2012,49.2,639.0,1299.8
경상남도,의령군,2012,42.6,8.9,20.9
경상남도,함안군,2012,43.0,24.4,56.7
경상남도,창녕군,2012,61.4,30.4,49.5
경상남도,고성군,2012,37.5,13.3,35.5
경상남도,남해군,2012,62.9,24.1,38.3
경상남도,하동군,2012,46.1,20.3,44.0
경상남도,산청군,2012,42.4,10.9,25.7
경상남도,함양군,2012,23.8,6.2,26.1
경상남도,거창군,2012,51.3,40.7,79.4
경상남도,합천군,2012,52.7,21.8,41.4
제주특별자치도,제주시,2012,55.5,311.7,561.2
제주특별자치도,서귀포시,2012,55.3,166.4,300.7
서울특별시,종로구,2013,62.7,222.5,354.7
서울특별시,중구,2013,64.6,327.9,507.9
서울특별시,용산구,2013,50.4,97.3,193.2
서울특별시,성동구,2013,66.3,173.5,261.8
서울특별시,광진구,2013,75.3,285.8,379.3
서울특별시,동대문구,2013,70.4,279.4,396.8
서울특별시,중랑구,2013,55.9,127.1,227.4
서울특별시,성북구,2013,57.3,157.6,274.9
서울특별시,강북구,2013,67.1,156.1,232.6
서울특별시,도봉구,2013,82.5,318.5,386.2
서울특별시,노원구,2013,60.5,183.1,302.4
서울특별시,은평구,2013,52.2,153.9,294.9
서울특별시,서대문구,2013,60.9,159.8,262.4
서울특별시,마포구,2013,55.9,160.3,287.0
서울특별시,양천구,2013,64.9,179.1,276.1
서울특별시,강서구,2013,65.6,242.7,370.2
서울특별시,구로구,2013,50.2,139.7,278.5
서울특별시,금천구,2013,54.9,99.0,180.2
서울특별시,영등포구,2013,53.5,163.7,305.8
서울특별시,동작구,2013,69.3,226.9,327.5
서울특별시,관악구,2013,57.0,179.9,315.5
서울특별시,서초구,2013,70.7,390.5,552.3
서울특별시,강남구,2013,67.0,499.5,745.2
서울특별시,송파구,2013,71.0,425.7,599.8
서울특별시,강동구,2013,53.5,131.9,246.4
부산광역시,중구,2013,44.0,35.1,79.7
부산광역시,서구,2013,66.4,78.0,117.4
부산광역시,동구,2013,68.2,64.6,94.7
부산광역시,영도구,2013,75.1,88.5,117.8
부산광역시,부산진구,2013,66.4,243.3,366.5
부산광역시,동래구,2013,72.0,164.2,227.9
부산광역시,남구,2013,72.3,158.6,219.4
부산광역시,북구,2013,73.5,192.6,261.9
부산광역시,해운대구,2013,70.3,263.6,375.2
부산광역시,사하구,2013,61.7,199.6,323.3
부산광역시,금정구,2013,72.9,158.5,217.4
부산광역시,강서구,2013,51.5,43.0,83.5
부산광역시,연제구,2013,72.3,126.6,175.2
부산광역시,수영구,2013,71.8,107.0,149.0
부산광역시,사상구,2013,71.1,188.8,265.7
부산광역시,기장군,2013,58.7,58.2,99.2
대구광역시,중구,2013,42.7,81.9,191.6
대구광역시,동구,2013,46.4,167.2,360.1
대구광역시,서구,2013,45.7,119.1,260.5
대구광역시,남구,2013,47.2,105.1,222.6
대구광역시,북구,2013,47.9,218.8,457.0
대구광역시,수성구,2013,54.4,244.0,448.7
대구광역시,달서구,2013,53.2,331.2,622.0
대구광역시,달성군,2013,58.6,133.2,227.2
인천광역시,중구,2013,46.9,49.1,104.7
인천광역시,동구,2013,58.1,27.5,47.3
인천광역시,남구,2013,62.2,179.0,287.7
인천광역시,연수구,2013,60.4,86.2,142.6
인천광역시,남동구,2013,54.5,145.8,267.7
인천광역시,부평구,2013,47.5,168.6,355.0
인천광역시,계양구,2013,67.3,176.2,262.0
인천광역시,서구,2013,86.0,674.8,784.8
인천광역시,미추홀구,2013,-,-,-
인천광역시,강화군,2013,54.3,24.8,45.7
인천광역시,옹진군,2013,49.6,6.8,13.7
광주광역시,동구,2013,63.7,98.7,155.0
광주광역시,서구,2013,63.3,204.9,323.5
광주광역시,남구,2013,64.3,111.2,173.0
광주광역시,북구,2013,60.7,226.1,372.5
광주광역시,광산구,2013,61.0,184.7,303.0
대전광역시,동구,2013,63.3,149.2,235.6
대전광역시,중구,2013,67.6,186.6,276.0
대전광역시,서구,2013,62.4,265.9,426.3
대전광역시,유성구,2013,66.4,189.2,284.9
대전광역시,대덕구,2013,58.4,146.3,250.6
울산광역시,중구,2013,55.9,144.4,258.4
울산광역시,남구,2013,60.4,248.2,410.8
울산광역시,동구,2013,60.0,126.9,211.4
울산광역시,북구,2013,68.5,106.8,156.0
울산광역시,울주군,2013,70.2,138.8,197.6
경기도,수원시,2013,59.8,627.5,1050.0
경기도,성남시,2013,52.1,403.8,775.3
경기도,의정부시,2013,65.4,242.1,370.3
경기도,안양시,2013,57.8,247.9,429.1
경기도,부천시,2013,63.2,318.3,503.8
경기도,광명시,2013,43.8,112.5,256.7
경기도,평택시,2013,67.4,282.9,419.5
경기도,동두천시,2013,55.3,36.1,65.3
경기도,안산시,2013,51.4,273.3,532.1
경기도,고양시,2013,63.5,569.1,895.9
경기도,과천시,2013,32.6,25.0,76.8
경기도,구리시,2013,59.2,104.6,176.7
경기도,남양주시,2013,54.5,183.4,336.6
경기도,오산시,2013,69.9,119.1,170.4
경기도,시흥시,2013,61.6,192.3,312.3
경기도,군포시,2013,44.0,88.6,201.3
경기도,의왕시,2013,62.0,79.5,128.3
경기도,하남시,2013,70.7,104.1,147.2
경기도,용인시,2013,46.0,362.0,787.8
경기도,파주시,2013,69.6,263.6,378.5
경기도,이천시,2013,43.6,96.7,221.8
경기도,안성시,2013,49.3,122.9,249.1
경기도,김포시,2013,62.1,163.4,263.2
경기도,화성시,2013,64.3,157.3,244.5
경기도,광주시,2013,67.7,174.5,257.6
경기도,양주시,2013,74.2,152.9,206.0
경기도,포천시,2013,62.3,107.8,173.0
경기도,여주시,2013,67.8,63.0,92.9
경기도,경기 여주군,2013,-,-,-
경기도,연천군,2013,47.5,29.1,61.2
경기도,가평군,2013,62.5,46.6,74.6
경기도,양평군,2013,49.8,30.6,61.4
강원도,춘천시,2013,56.2,244.3,434.9
강원도,원주시,2013,63.9,198.6,310.7
강원도,강릉시,2013,65.0,241.2,371.1
강원도,동해시,2013,34.1,36.6,107.2
강원도,태백시,2013,45.7,34.9,76.3
강원도,속초시,2013,49.5,81.8,165.3
강원도,삼척시,2013,33.1,35.1,106.2
강원도,홍천군,2013,14.5,6.2,42.9
강원도,횡성군,2013,27.7,10.4,37.5
강원도,영월군,2013,61.0,26.8,43.9
강원도,평창군,2013,55.1,27.0,49.0
강원도,정선군,2013,52.9,28.4,53.7
강원도,철원군,2013,30.1,16.6,55.2
강원도,화천군,2013,28.1,12.4,44.2
강원도,양구군,2013,38.7,13.7,35.4
강원도,인제군,2013,26.5,16.1,60.8
강원도,고성군,2013,27.4,19.1,69.7
강원도,양양군,2013,21.6,7.9,36.6
충청북도,충북 청주시,2013,64.5,504.5,781.7
충청북도,충주시,2013,51.8,128.2,247.3
충청북도,제천시,2013,28.3,36.2,127.9
충청북도,청주시,2013,-,-,-
충청북도,충북 청원군,2013,81.5,171.0,209.9
충청북도,보은군,2013,34.1,10.2,29.9
충청북도,옥천군,2013,28.9,12.7,43.9
충청북도,영동군,2013,38.4,14.7,38.3
충청북도,진천군,2013,68.6,61.3,89.3
충청북도,괴산군,2013,65.7,30.8,46.9
충청북도,음성군,2013,41.7,31.7,76.1
충청북도,단양군,2013,45.0,16.8,37.3
충청북도,증평군,2013,48.9,17.4,35.6
충청남도,천안시,2013,72.0,775.7,1077.7
충청남도,공주시,2013,63.7,83.2,130.7
충청남도,보령시,2013,45.9,51.3,111.7
충청남도,아산시,2013,63.5,206.3,324.7
충청남도,서산시,2013,54.7,97.8,178.9
충청남도,논산시,2013,53.6,94.4,176.0
충청남도,계룡시,2013,50.3,24.0,47.7
충청남도,당진시,2013,39.1,58.9,150.7
충청남도,금산군,2013,42.2,23.6,55.9
충청남도,충남 연기군,2013,-,-,-
충청남도,부여군,2013,64.9,48.8,75.2
충청남도,서천군,2013,44.5,19.0,42.7
충청남도,청양군,2013,44.2,12.5,28.3
충청남도,홍성군,2013,27.4,18.6,67.9
충청남도,예산군,2013,21.9,10.6,48.3
충청남도,태안군,2013,44.3,29.3,66.2
충청남도,충남 당진군,2013,-,-,-
전라북도,전주시,2013,73.4,514.0,699.9
전라북도,군산시,2013,31.7,91.8,289.8
전라북도,익산시,2013,55.1,110.8,201.0
전라북도,정읍시,2013,48.4,40.4,83.5
전라북도,남원시,2013,28.6,20.5,71.7
전라북도,김제시,2013,61.6,40.7,66.1
전라북도,완주군,2013,66.9,32.1,48.0
전라북도,진안군,2013,25.1,5.1,20.3
전라북도,무주군,2013,45.7,10.7,23.4
전라북도,장수군,2013,27.4,5.4,19.7
전라북도,임실군,2013,31.0,3.9,12.6
전라북도,순창군,2013,41.5,7.3,17.6
전라북도,고창군,2013,72.4,33.0,45.6
전라북도,부안군,2013,58.0,33.1,57.1
전라남도,목포시,2013,33.2,82.2,247.4
전라남도,여수시,2013,31.3,120.5,384.4
전라남도,순천시,2013,62.8,201.6,321.0
전라남도,나주시,2013,62.3,56.1,90.1
전라남도,광양시,2013,61.4,162.6,264.9
전라남도,담양군,2013,25.7,8.6,33.4
전라남도,곡성군,2013,62.4,12.6,20.2
전라남도,구례군,2013,31.3,5.5,17.6
전라남도,고흥군,2013,44.7,28.4,63.6
전라남도,보성군,2013,55.0,18.1,32.9
전라남도,화순군,2013,66.5,28.4,42.7
전라남도,장흥군,2013,44.7,14.7,32.9
전라남도,강진군,2013,52.1,15.0,28.8
전라남도,해남군,2013,65.2,36.6,56.1
전라남도,영암군,2013,81.1,90.4,111.5
전라남도,무안군,2013,45.7,30.9,67.6
전라남도,함평군,2013,29.1,5.0,17.2
전라남도,영광군,2013,37.4,18.4,49.2
전라남도,장성군,2013,16.7,4.0,23.9
전라남도,완도군,2013,26.0,13.6,52.4
전라남도,진도군,2013,62.2,28.9,46.5
전라남도,신안군,2013,39.7,16.8,42.3
경상북도,포항시,2013,52.4,399.9,762.5
경상북도,경주시,2013,50.5,137.5,272.4
경상북도,김천시,2013,52.8,62.8,119.0
경상북도,안동시,2013,88.8,247.0,278.2
경상북도,구미시,2013,40.9,101.8,249.2
경상북도,영주시,2013,45.7,78.8,172.4
경상북도,영천시,2013,38.2,23.4,61.2
경상북도,상주시,2013,43.5,37.0,85.0
경상북도,문경시,2013,33.6,37.7,112.3
경상북도,경산시,2013,43.4,74.6,172.0
경상북도,군위군,2013,40.8,7.1,17.4
경상북도,의성군,2013,31.8,13.5,42.4
경상북도,청송군,2013,33.7,8.4,24.9
경상북도,영양군,2013,19.1,2.5,13.1
경상북도,영덕군,2013,19.6,9.8,50.0
경상북도,청도군,2013,62.6,12.2,19.5
경상북도,고령군,2013,15.4,2.7,17.5
경상북도,성주군,2013,25.0,6.4,25.6
경상북도,칠곡군,2013,23.5,26.3,112.0
경상북도,예천군,2013,71.3,64.5,90.4
경상북도,봉화군,2013,43.0,17.5,40.7
경상북도,울진군,2013,52.5,28.2,53.7
경상북도,울릉군,2013,13.1,1.7,13.0
경상남도,진주시,2013,58.1,241.2,415.1
경상남도,통영시,2013,28.8,55.2,191.4
경상남도,사천시,2013,40.7,68.8,169.0
경상남도,김해시,2013,61.3,275.4,449.4
경상남도,밀양시,2013,40.1,36.3,90.5
경상남도,거제시,2013,51.6,100.8,195.2
경상남도,양산시,2013,58.3,137.6,235.9
경상남도,창원시,2013,51.1,483.3,945.0
경상남도,의령군,2013,27.2,6.4,23.5
경상남도,함안군,2013,57.2,46.0,80.4
경상남도,창녕군,2013,64.3,31.9,49.6
경상남도,고성군,2013,46.9,17.3,36.9
경상남도,남해군,2013,70.2,27.6,39.3
경상남도,하동군,2013,36.2,15.5,42.8
경상남도,산청군,2013,53.2,21.5,40.4
경상남도,함양군,2013,31.6,9.8,31.0
경상남도,거창군,2013,50.6,40.2,79.5
경상남도,합천군,2013,48.6,29.8,61.3
