행정구역별(1),행정구역별(2),year,일반폐기물재활용률,총재활용량,생활폐기물총발생량
제주특별자치도,서귀포시,2015,60.1,206.3,343.0
서울특별시,종로구,2016,56.0,227.2,406.0
서울특별시,중구,2016,62.5,312.2,499.2
서울특별시,용산구,2016,63.7,166.9,262.1
서울특별시,성동구,2016,68.5,176.6,257.8
서울특별시,광진구,2016,73.8,240.8,326.3
서울특별시,동대문구,2016,72.9,311.0,426.6
서울특별시,중랑구,2016,73.1,283.6,387.9
서울특별시,성북구,2016,70.8,253.8,358.3
서울특별시,강북구,2016,67.3,154.8,230.0
서울특별시,도봉구,2016,78.4,247.0,315.1
서울특별시,노원구,2016,73.8,335.7,455.1
서울특별시,은평구,2016,52.4,148.6,283.4
서울특별시,서대문구,2016,65.3,194.8,298.4
서울특별시,마포구,2016,70.4,321.4,456.6
서울특별시,양천구,2016,65.1,187.4,287.9
서울특별시,강서구,2016,68.4,290.8,425.3
서울특별시,구로구,2016,55.7,177.2,318.2
서울특별시,금천구,2016,71.0,170.0,239.6
서울특별시,영등포구,2016,70.7,287.7,406.8
서울특별시,동작구,2016,67.2,188.4,280.5
서울특별시,관악구,2016,62.7,212.9,339.7
서울특별시,서초구,2016,69.5,396.1,570.1
서울특별시,강남구,2016,67.1,474.7,707.2
서울특별시,송파구,2016,70.0,398.7,569.7
서울특별시,강동구,2016,78.2,391.4,500.2
부산광역시,중구,2016,47.3,41.6,88.0
부산광역시,서구,2016,70.5,85.5,121.2
부산광역시,동구,2016,71.2,69.7,97.9
부산광역시,영도구,2016,77.1,97.4,126.3
부산광역시,부산진구,2016,86.9,322.7,371.3
부산광역시,동래구,2016,90.4,218.8,242.0
부산광역시,남구,2016,90.4,209.4,231.6
부산광역시,북구,2016,89.9,249.7,277.7
부산광역시,해운대구,2016,73.7,295.3,400.6
부산광역시,사하구,2016,71.0,222.1,312.8
부산광역시,금정구,2016,91.1,208.7,229.0
부산광역시,강서구,2016,67.4,76.6,113.6
부산광역시,연제구,2016,79.6,147.7,185.5
부산광역시,수영구,2016,79.1,124.9,157.9
부산광역시,사상구,2016,86.0,227.7,264.9
부산광역시,기장군,2016,61.9,81.6,131.9
대구광역시,중구,2016,70.6,136.5,193.3
대구광역시,동구,2016,63.0,222.8,353.9
대구광역시,서구,2016,61.6,175.5,285.0
대구광역시,남구,2016,60.1,122.4,203.7
대구광역시,북구,2016,65.5,346.0,528.3
대구광역시,수성구,2016,68.3,313.7,459.6
대구광역시,달서구,2016,63.1,428.6,679.3
대구광역시,달성군,2016,59.9,151.9,253.8
인천광역시,중구,2016,55.9,73.8,132.1
인천광역시,동구,2016,62.2,34.1,54.8
인천광역시,남구,2016,56.1,147.0,262.1
인천광역시,연수구,2016,56.4,129.5,229.7
인천광역시,남동구,2016,43.9,242.2,551.8
인천광역시,부평구,2016,57.9,228.9,395.5
인천광역시,계양구,2016,61.2,126.3,206.4
인천광역시,서구,2016,65.4,314.0,480.2
인천광역시,미추홀구,2016,-,-,-
인천광역시,강화군,2016,50.9,25.7,50.5
인천광역시,옹진군,2016,52.0,9.3,17.9
광주광역시,동구,2016,44.9,47.7,106.2
광주광역시,서구,2016,56.0,157.6,281.6
광주광역시,남구,2016,60.1,114.9,191.2
광주광역시,북구,2016,57.3,184.8,322.6
광주광역시,광산구,2016,67.4,232.9,345.6
대전광역시,동구,2016,64.3,164.4,255.5
대전광역시,중구,2016,67.6,200.8,297.2
대전광역시,서구,2016,64.0,289.0,451.4
대전광역시,유성구,2016,64.9,227.6,350.8
대전광역시,대덕구,2016,69.8,190.9,273.6
울산광역시,중구,2016,52.0,152.8,294.0
울산광역시,남구,2016,53.6,279.3,520.8
울산광역시,동구,2016,57.1,127.4,223.2
울산광역시,북구,2016,45.3,119.2,262.9
울산광역시,울주군,2016,55.3,160.6,290.5
경기도,수원시,2016,59.9,743.6,1241.0
경기도,성남시,2016,56.5,493.4,873.8
경기도,의정부시,2016,67.0,253.8,378.9
경기도,안양시,2016,55.7,275.4,494.6
경기도,부천시,2016,61.1,350.3,573.4
경기도,광명시,2016,50.4,123.1,244.3
경기도,평택시,2016,55.8,229.8,411.8
경기도,동두천시,2016,59.2,47.1,79.5
경기도,안산시,2016,56.4,316.7,562.0
경기도,고양시,2016,65.5,580.4,885.6
경기도,과천시,2016,37.5,33.6,89.6
경기도,구리시,2016,61.2,136.0,222.2
경기도,남양주시,2016,58.5,221.8,379.0
경기도,오산시,2016,60.9,109.5,179.8
경기도,시흥시,2016,70.3,327.5,465.7
경기도,군포시,2016,50.0,109.8,219.5
경기도,의왕시,2016,67.2,97.0,144.4
경기도,하남시,2016,26.2,85.6,326.8
경기도,용인시,2016,56.9,604.4,1062.0
경기도,파주시,2016,61.0,288.6,472.9
경기도,이천시,2016,72.7,234.2,322.3
경기도,안성시,2016,52.5,116.9,222.5
경기도,김포시,2016,45.5,113.5,249.7
경기도,화성시,2016,55.5,335.3,603.7
경기도,광주시,2016,71.6,211.8,295.9
경기도,양주시,2016,72.7,180.0,247.5
경기도,포천시,2016,63.4,268.9,424.1
경기도,여주시,2016,76.3,158.2,207.4
경기도,경기 여주군,2016,-,-,-
경기도,연천군,2016,19.1,10.1,52.9
경기도,가평군,2016,69.0,52.8,76.5
경기도,양평군,2016,39.9,24.0,60.2
강원도,춘천시,2016,64.6,278.5,430.8
강원도,원주시,2016,88.5,237.3,268.2
강원도,강릉시,2016,58.6,224.9,384.0
강원도,동해시,2016,34.2,44.8,130.9
강원도,태백시,2016,54.1,24.8,45.8
강원도,속초시,2016,27.1,42.4,156.2
강원도,삼척시,2016,55.7,80.5,144.5
강원도,홍천군,2016,39.6,31.7,80.1
강원도,횡성군,2016,32.3,19.2,59.5
강원도,영월군,2016,48.5,15.8,32.6
강원도,평창군,2016,75.9,44.1,58.1
강원도,정선군,2016,66.5,44.0,66.2
강원도,철원군,2016,21.0,11.7,55.7
강원도,화천군,2016,24.4,12.1,49.6
강원도,양구군,2016,58.3,21.0,36.0
강원도,인제군,2016,19.0,15.9,83.9
강원도,고성군,2016,20.2,10.1,50.0
강원도,양양군,2016,17.0,8.0,47.0
충청북도,충북 청주시,2016,-,-,-
충청북도,충주시,2016,60.2,205.1,340.9
충청북도,제천시,2016,35.9,40.9,114.0
충청북도,청주시,2016,60.4,732.5,1212.7
충청북도,충북 청원군,2016,-,-,-
충청북도,보은군,2016,22.6,7.4,32.7
충청북도,옥천군,2016,37.3,22.7,60.9
충청북도,영동군,2016,42.2,19.5,46.2
충청북도,진천군,2016,53.7,42.5,79.2
충청북도,괴산군,2016,53.2,31.2,58.6
충청북도,음성군,2016,38.0,30.8,81.1
충청북도,단양군,2016,28.2,13.4,47.5
충청북도,증평군,2016,52.7,21.4,40.6
충청남도,천안시,2016,54.0,476.9,883.0
충청남도,공주시,2016,67.0,94.6,141.2
충청남도,보령시,2016,46.9,68.5,145.9
충청남도,아산시,2016,50.7,150.6,297.0
충청남도,서산시,2016,51.0,86.6,169.7
충청남도,논산시,2016,59.0,102.3,173.3
충청남도,계룡시,2016,53.2,23.8,44.7
충청남도,당진시,2016,56.4,103.3,183.1
충청남도,금산군,2016,34.5,19.0,55.0
충청남도,충남 연기군,2016,-,-,-
충청남도,부여군,2016,55.6,43.1,77.5
충청남도,서천군,2016,41.3,29.8,72.1
충청남도,청양군,2016,30.8,8.1,26.3
충청남도,홍성군,2016,54.6,42.9,78.6
충청남도,예산군,2016,47.2,34.0,72.0
충청남도,태안군,2016,26.9,22.2,82.6
충청남도,충남 당진군,2016,-,-,-
전라북도,전주시,2016,72.2,526.1,729.0
전라북도,군산시,2016,39.2,118.6,302.7
전라북도,익산시,2016,50.5,133.9,265.3
전라북도,정읍시,2016,44.9,39.3,87.5
전라북도,남원시,2016,54.3,50.4,92.8
전라북도,김제시,2016,63.1,54.6,86.5
전라북도,완주군,2016,79.1,80.1,101.3
전라북도,진안군,2016,55.9,8.1,14.5
전라북도,무주군,2016,69.0,19.8,28.7
전라북도,장수군,2016,14.2,3.1,21.8
전라북도,임실군,2016,51.0,7.7,15.1
전라북도,순창군,2016,39.7,6.0,15.1
전라북도,고창군,2016,68.8,30.5,44.3
전라북도,부안군,2016,71.3,30.6,42.9
전라남도,목포시,2016,64.8,174.0,268.6
전라남도,여수시,2016,36.4,155.5,426.7
전라남도,순천시,2016,93.6,225.4,240.9
전라남도,나주시,2016,60.4,50.7,83.9
전라남도,광양시,2016,32.2,78.6,244.0
전라남도,담양군,2016,43.0,6.4,14.9
전라남도,곡성군,2016,59.0,14.8,25.1
전라남도,구례군,2016,36.7,6.2,16.9
전라남도,고흥군,2016,28.7,15.8,55.0
전라남도,보성군,2016,48.4,14.9,30.8
전라남도,화순군,2016,67.8,29.5,43.5
전라남도,장흥군,2016,43.9,15.5,35.3
전라남도,강진군,2016,57.5,21.1,36.7
전라남도,해남군,2016,69.4,39.7,57.2
전라남도,영암군,2016,70.5,69.8,99.0
전라남도,무안군,2016,32.1,24.3,75.6
전라남도,함평군,2016,6.5,1.1,16.8
전라남도,영광군,2016,9.9,3.8,38.3
전라남도,장성군,2016,43.0,18.8,43.7
전라남도,완도군,2016,23.3,10.0,43.0
전라남도,진도군,2016,27.8,8.3,29.9
전라남도,신안군,2016,37.6,15.4,41.0
경상북도,포항시,2016,48.1,260.4,541.1
경상북도,경주시,2016,58.7,176.4,300.7
경상북도,김천시,2016,47.9,65.6,136.9
경상북도,안동시,2016,37.4,74.6,199.5
경상북도,구미시,2016,40.8,155.0,380.3
경상북도,영주시,2016,40.2,78.5,195.5
경상북도,영천시,2016,62.3,80.4,129.0
경상북도,상주시,2016,41.8,40.0,95.6
경상북도,문경시,2016,36.2,45.4,125.3
경상북도,경산시,2016,53.1,125.1,235.5
경상북도,군위군,2016,24.8,5.3,21.4
경상북도,의성군,2016,44.0,18.8,42.7
경상북도,청송군,2016,40.5,11.1,27.4
경상북도,영양군,2016,20.9,3.1,14.8
경상북도,영덕군,2016,38.6,22.6,58.5
경상북도,청도군,2016,26.6,8.4,31.6
경상북도,고령군,2016,23.9,6.1,25.5
경상북도,성주군,2016,28.1,9.1,32.4
경상북도,칠곡군,2016,19.7,24.8,126.2
경상북도,예천군,2016,40.5,14.1,34.8
경상북도,봉화군,2016,42.0,23.8,56.7
경상북도,울진군,2016,40.6,24.2,59.6
경상북도,울릉군,2016,6.3,0.9,14.4
경상남도,진주시,2016,60.9,244.6,401.7
경상남도,통영시,2016,33.3,76.5,229.8
경상남도,사천시,2016,35.9,68.2,190.1
경상남도,김해시,2016,61.3,305.7,498.8
경상남도,밀양시,2016,50.9,57.2,112.4
경상남도,거제시,2016,65.7,230.3,350.4
경상남도,양산시,2016,55.1,196.9,357.5
경상남도,창원시,2016,54.6,680.6,1245.7
경상남도,의령군,2016,85.0,24.3,28.6
경상남도,함안군,2016,51.2,39.7,77.6
경상남도,창녕군,2016,55.5,28.6,51.5
경상남도,고성군,2016,51.4,26.2,51.0
경상남도,남해군,2016,73.0,49.6,67.9
경상남도,하동군,2016,40.8,22.9,56.1
경상남도,산청군,2016,31.3,13.1,41.8
경상남도,함양군,2016,33.4,15.6,46.7
경상남도,거창군,2016,54.5,45.4,83.3
경상남도,합천군,2016,59.8,36.2,60.5
제주특별자치도,제주시,2016,50.9,449.2,881.9
제주특별자치도,서귀포시,2016,58.6,248.1,423.4
서울특별시,종로구,2017,60.7,227.7,375.1
서울특별시,중구,2017,50.5,225.4,446.0
서울특별시,용산구,2017,63.3,166.2,262.7
서울특별시,성동구,2017,65.5,167.6,255.7
서울특별시,광진구,2017,75.0,239.3,319.2
서울특별시,동대문구,2017,73.5,310.6,422.5
서울특별시,중랑구,2017,72.9,263.5,361.3
서울특별시,성북구,2017,68.9,238.0,345.5
서울특별시,강북구,2017,68.3,153.7,224.9
서울특별시,도봉구,2017,70.8,172.4,243.6
서울특별시,노원구,2017,74.2,309.0,416.7
서울특별시,은평구,2017,57.4,183.3,319.6
서울특별시,서대문구,2017,60.4,180.2,298.3
서울특별시,마포구,2017,69.7,305.2,437.7
서울특별시,양천구,2017,65.7,194.2,295.4
서울특별시,강서구,2017,71.0,329.4,463.7
서울특별시,구로구,2017,56.1,174.5,310.8
서울특별시,금천구,2017,70.3,170.0,241.8
서울특별시,영등포구,2017,67.6,230.2,340.7
서울특별시,동작구,2017,66.3,178.3,269.0
서울특별시,관악구,2017,64.0,231.4,361.8
서울특별시,서초구,2017,70.9,405.1,571.7
서울특별시,강남구,2017,67.0,474.8,708.3
서울특별시,송파구,2017,67.3,370.4,550.3
서울특별시,강동구,2017,74.6,279.8,375.0
부산광역시,중구,2017,46.0,39.1,85.0
부산광역시,서구,2017,70.1,82.3,117.4
부산광역시,동구,2017,71.1,66.8,94.0
부산광역시,영도구,2017,77.6,93.5,120.5
부산광역시,부산진구,2017,86.6,316.7,365.9
부산광역시,동래구,2017,89.3,210.0,235.2
부산광역시,남구,2017,90.0,201.3,223.7
부산광역시,북구,2017,89.3,241.3,270.3
부산광역시,해운대구,2017,73.8,286.9,388.7
부산광역시,사하구,2017,72.0,252.5,350.6
부산광역시,금정구,2017,91.2,212.1,232.5
부산광역시,강서구,2017,71.7,100.8,140.5
부산광역시,연제구,2017,75.8,140.4,185.2
부산광역시,수영구,2017,74.5,113.4,152.3
부산광역시,사상구,2017,88.9,222.6,250.4
부산광역시,기장군,2017,66.6,87.2,131.0
대구광역시,중구,2017,82.8,153.3,185.1
대구광역시,동구,2017,79.8,278.6,349.2
대구광역시,서구,2017,70.7,208.8,295.2
대구광역시,남구,2017,72.9,141.2,193.8
대구광역시,북구,2017,82.0,404.3,492.8
대구광역시,수성구,2017,81.9,362.4,442.7
대구광역시,달서구,2017,68.4,455.8,666.3
대구광역시,달성군,2017,78.7,212.6,270.3
인천광역시,중구,2017,61.3,134.3,219.0
인천광역시,동구,2017,63.8,43.3,67.9
인천광역시,남구,2017,54.5,141.2,259.1
인천광역시,연수구,2017,54.9,135.1,246.2
인천광역시,남동구,2017,63.6,300.8,473.2
인천광역시,부평구,2017,56.8,220.1,387.5
인천광역시,계양구,2017,59.3,122.2,206.0
인천광역시,서구,2017,57.0,194.1,340.4
인천광역시,미추홀구,2017,-,-,-
인천광역시,강화군,2017,45.8,22.5,49.1
인천광역시,옹진군,2017,50.3,9.0,17.9
광주광역시,동구,2017,83.3,85.2,102.3
광주광역시,서구,2017,87.5,229.4,262.1
광주광역시,남구,2017,88.8,166.1,187.0
광주광역시,북구,2017,85.1,310.5,364.7
광주광역시,광산구,2017,83.3,293.9,353.0
대전광역시,동구,2017,61.5,166.8,271.4
대전광역시,중구,2017,62.5,182.1,291.4
대전광역시,서구,2017,63.2,283.9,449.4
대전광역시,유성구,2017,64.3,227.3,353.6
대전광역시,대덕구,2017,66.2,197.5,298.2
울산광역시,중구,2017,55.9,147.9,264.8
울산광역시,남구,2017,55.8,286.0,512.6
울산광역시,동구,2017,56.7,120.1,212.0
울산광역시,북구,2017,47.8,119.5,250.1
울산광역시,울주군,2017,55.3,149.6,270.3
경기도,수원시,2017,63.1,721.4,1143.6
경기도,성남시,2017,47.6,411.5,864.2
경기도,의정부시,2017,68.1,289.9,425.8
경기도,안양시,2017,44.7,163.7,366.5
경기도,부천시,2017,65.5,489.5,747.1
경기도,광명시,2017,48.4,123.8,255.9
경기도,평택시,2017,63.2,249.9,395.3
경기도,동두천시,2017,53.0,40.1,75.6
경기도,안산시,2017,54.9,303.5,552.7
경기도,고양시,2017,64.8,618.0,953.4
경기도,과천시,2017,32.6,22.9,70.3
경기도,구리시,2017,50.0,78.4,156.9
경기도,남양주시,2017,59.0,217.0,367.5
경기도,오산시,2017,56.9,115.3,202.6
경기도,시흥시,2017,71.5,342.8,479.5
경기도,군포시,2017,44.8,102.9,229.7
경기도,의왕시,2017,71.5,107.5,150.4
경기도,하남시,2017,64.7,114.3,176.6
경기도,용인시,2017,64.1,560.4,874.3
경기도,파주시,2017,47.6,206.7,434.4
경기도,이천시,2017,72.3,204.0,282.2
경기도,안성시,2017,53.9,124.4,230.8
경기도,김포시,2017,54.0,136.9,253.4
경기도,화성시,2017,70.8,507.6,716.6
경기도,광주시,2017,72.6,218.4,301.0
경기도,양주시,2017,75.6,285.8,377.9
경기도,포천시,2017,47.3,67.9,143.6
경기도,여주시,2017,77.7,153.6,197.8
경기도,경기 여주군,2017,-,-,-
경기도,연천군,2017,26.3,9.7,36.9
경기도,가평군,2017,83.2,63.0,75.7
경기도,양평군,2017,37.0,24.8,67.1
강원도,춘천시,2017,68.5,280.1,409.2
강원도,원주시,2017,93.4,423.7,453.8
강원도,강릉시,2017,49.8,178.6,358.3
강원도,동해시,2017,33.9,43.7,128.9
강원도,태백시,2017,41.7,38.8,93.0
강원도,속초시,2017,20.4,29.8,146.0
강원도,삼척시,2017,41.2,43.5,105.7
강원도,홍천군,2017,42.3,32.2,76.2
강원도,횡성군,2017,56.2,34.3,61.0
강원도,영월군,2017,49.2,15.2,30.9
강원도,평창군,2017,72.0,42.5,59.0
강원도,정선군,2017,48.6,25.3,52.1
강원도,철원군,2017,16.7,9.3,55.7
강원도,화천군,2017,24.7,12.3,49.8
강원도,양구군,2017,61.8,24.3,39.3
강원도,인제군,2017,23.8,23.9,100.5
강원도,고성군,2017,33.8,20.7,61.2
강원도,양양군,2017,21.0,11.1,52.9
충청북도,충북 청주시,2017,-,-,-
충청북도,충주시,2017,54.8,161.8,295.0
충청북도,제천시,2017,37.2,44.8,120.3
충청북도,청주시,2017,56.3,632.8,1124.4
충청북도,충북 청원군,2017,-,-,-
충청북도,보은군,2017,21.2,7.5,35.3
충청북도,옥천군,2017,41.7,27.3,65.5
충청북도,영동군,2017,40.7,18.5,45.4
충청북도,진천군,2017,63.0,67.9,107.8
충청북도,괴산군,2017,42.7,29.9,70.1
충청북도,음성군,2017,24.9,21.3,85.4
충청북도,단양군,2017,21.9,9.8,44.7
충청북도,증평군,2017,45.6,17.8,39.0
충청남도,천안시,2017,48.9,460.2,940.9
충청남도,공주시,2017,69.8,108.7,155.8
충청남도,보령시,2017,44.3,58.4,131.8
충청남도,아산시,2017,63.1,291.6,462.3
충청남도,서산시,2017,48.4,84.0,173.5
충청남도,논산시,2017,51.0,88.6,173.7
충청남도,계룡시,2017,57.0,25.8,45.3
충청남도,당진시,2017,50.3,75.5,150.1
충청남도,금산군,2017,38.9,22.7,58.4
충청남도,충남 연기군,2017,-,-,-
충청남도,부여군,2017,56.7,45.1,79.5
충청남도,서천군,2017,42.2,29.9,70.8
충청남도,청양군,2017,51.5,13.9,27.0
충청남도,홍성군,2017,55.5,47.6,85.7
충청남도,예산군,2017,42.2,34.2,81.0
충청남도,태안군,2017,26.7,22.0,82.5
충청남도,충남 당진군,2017,-,-,-
전라북도,전주시,2017,68.4,515.3,753.9
전라북도,군산시,2017,51.2,167.9,327.8
전라북도,익산시,2017,51.9,131.6,253.5
전라북도,정읍시,2017,42.7,38.1,89.2
전라북도,남원시,2017,43.9,37.8,86.1
전라북도,김제시,2017,60.5,50.3,83.2
전라북도,완주군,2017,73.6,75.2,102.2
전라북도,진안군,2017,52.3,6.9,13.2
전라북도,무주군,2017,68.7,20.0,29.1
전라북도,장수군,2017,34.2,8.3,24.3
전라북도,임실군,2017,69.3,8.8,12.7
전라북도,순창군,2017,43.4,6.9,15.9
전라북도,고창군,2017,79.8,64.5,80.8
전라북도,부안군,2017,70.4,31.2,44.3
전라남도,목포시,2017,56.7,134.5,237.2
전라남도,여수시,2017,27.5,118.1,428.7
전라남도,순천시,2017,77.5,227.5,293.6
전라남도,나주시,2017,64.8,55.2,85.2
전라남도,광양시,2017,36.1,84.4,233.6
전라남도,담양군,2017,55.1,12.5,22.7
전라남도,곡성군,2017,100.0,21.7,21.7
전라남도,구례군,2017,100.0,16.0,16.0
전라남도,고흥군,2017,21.1,12.8,60.7
전라남도,보성군,2017,57.4,16.7,29.1
전라남도,화순군,2017,58.3,24.6,42.2
전라남도,장흥군,2017,39.3,13.0,33.1
전라남도,강진군,2017,58.1,21.1,36.3
전라남도,해남군,2017,67.8,36.9,54.4
전라남도,영암군,2017,70.3,71.0,101.0
전라남도,무안군,2017,34.4,27.4,79.7
전라남도,함평군,2017,16.1,3.4,21.1
전라남도,영광군,2017,10.1,3.7,36.6
전라남도,장성군,2017,45.6,16.5,36.2
전라남도,완도군,2017,23.2,10.0,43.1
전라남도,진도군,2017,32.6,9.7,29.8
전라남도,신안군,2017,43.4,17.8,41.0
경상북도,포항시,2017,60.4,315.1,521.9
경상북도,경주시,2017,64.5,265.0,410.6
경상북도,김천시,2017,41.1,51.4,125.0
경상북도,안동시,2017,58.4,173.3,296.8
경상북도,구미시,2017,43.1,198.8,461.6
경상북도,영주시,2017,33.6,58.5,174.3
경상북도,영천시,2017,53.6,69.0,128.8
경상북도,상주시,2017,32.9,35.6,108.3
경상북도,문경시,2017,24.3,26.3,108.1
경상북도,경산시,2017,51.8,123.7,239.0
경상북도,군위군,2017,13.9,3.4,24.4
경상북도,의성군,2017,41.0,20.6,50.3
경상북도,청송군,2017,22.2,6.8,30.6
경상북도,영양군,2017,16.9,2.5,14.8
경상북도,영덕군,2017,50.5,33.5,66.4
경상북도,청도군,2017,45.1,13.7,30.4
경상북도,고령군,2017,24.1,6.5,27.0
경상북도,성주군,2017,44.0,17.2,39.1
경상북도,칠곡군,2017,16.5,20.8,126.0
경상북도,예천군,2017,63.2,29.2,46.2
경상북도,봉화군,2017,41.5,22.7,54.7
경상북도,울진군,2017,37.4,23.8,63.6
경상북도,울릉군,2017,25.0,3.9,15.6
경상남도,진주시,2017,61.8,263.0,425.5
경상남도,통영시,2017,39.1,91.1,232.8
경상남도,사천시,2017,51.7,87.5,169.1
경상남도,김해시,2017,63.0,303.4,481.7
경상남도,밀양시,2017,53.6,67.4,125.8
경상남도,거제시,2017,66.6,246.0,369.1
경상남도,양산시,2017,59.4,219.6,370.0
경상남도,창원시,2017,52.4,682.5,1301.5
경상남도,의령군,2017,86.4,24.2,28.0
경상남도,함안군,2017,50.7,38.6,76.2
경상남도,창녕군,2017,55.5,29.4,53.0
경상남도,고성군,2017,53.9,25.4,47.1
경상남도,남해군,2017,68.9,42.4,61.5
경상남도,하동군,2017,44.8,25.2,56.2
경상남도,산청군,2017,26.6,10.4,39.1
경상남도,함양군,2017,19.5,8.4,43.0
경상남도,거창군,2017,56.6,43.2,76.3
경상남도,합천군,2017,45.8,22.0,48.0
제주특별자치도,제주시,2017,56.7,499.9,881.3
