행정구역별(1),행정구역별(2),year,주민1인당 생활폐기물배출량,생활폐기물발생량,주민등록인구
강원도,속초시,2012,2,165.9,83579
강원도,삼척시,2012,1.4,104.3,72463
강원도,홍천군,2012,0.8,57.4,69727
강원도,횡성군,2012,1,43.1,44615
강원도,영월군,2012,1,40,40155
강원도,평창군,2012,1,44.5,43627
강원도,정선군,2012,1.2,49,39915
강원도,철원군,2012,1.4,66.2,47968
강원도,화천군,2012,1.7,42.5,25020
강원도,양구군,2012,1.5,35.3,22799
강원도,인제군,2012,2.2,70.3,32456
강원도,고성군,2012,2.4,71.1,30124
강원도,양양군,2012,1.2,34.4,27802
충청북도,충북 청주시,2012,1.1,747.7,666852
충청북도,충주시,2012,1.2,253.4,208447
충청북도,제천시,2012,0.9,121.1,137521
충청북도,청주시,2012,-,-,-
충청북도,충북 청원군,2012,1.5,229.9,154780
충청북도,보은군,2012,1.2,42.9,34438
충청북도,옥천군,2012,0.9,46.8,53244
충청북도,영동군,2012,0.7,35.1,50663
충청북도,진천군,2012,1.4,88.9,63458
충청북도,괴산군,2012,1.3,47.6,37713
충청북도,음성군,2012,1,93.2,92980
충청북도,단양군,2012,1.2,38.9,31253
충청북도,증평군,2012,0.8,28,34279
충청남도,천안시,2012,1.7,981.9,581988
충청남도,공주시,2012,1.1,130.6,117298
충청남도,보령시,2012,1,106,105559
충청남도,아산시,2012,1,271.9,280490
충청남도,서산시,2012,1.1,177.6,163315
충청남도,논산시,2012,1.4,174.6,126653
충청남도,계룡시,2012,1.4,56.5,41550
충청남도,당진시,2012,1,149.3,155104
충청남도,금산군,2012,1,54.4,55715
충청남도,충남 연기군,2012,-,-,-
충청남도,부여군,2012,0.8,58.7,73259
충청남도,서천군,2012,0.7,41.7,58920
충청남도,청양군,2012,0.9,28.1,32087
충청남도,홍성군,2012,0.7,60.6,88415
충청남도,예산군,2012,0.7,63.8,85876
충청남도,태안군,2012,0.9,55.8,62548
충청남도,충남 당진군,2012,-,-,-
전라북도,전주시,2012,1,635.3,648863
전라북도,군산시,2012,1.1,313.6,278341
전라북도,익산시,2012,1.3,383.1,306469
전라북도,정읍시,2012,0.7,79.8,119392
전라북도,남원시,2012,0.9,76.6,87000
전라북도,김제시,2012,0.7,62.2,92317
전라북도,완주군,2012,0.5,46.2,86164
전라북도,진안군,2012,0.8,20.5,26963
전라북도,무주군,2012,1,24.4,25321
전라북도,장수군,2012,0.8,19,23191
전라북도,임실군,2012,0.5,14.7,29956
전라북도,순창군,2012,0.8,22.6,30055
전라북도,고창군,2012,0.7,45,60440
전라북도,부안군,2012,0.9,53.4,58869
전라남도,목포시,2012,1.2,305.9,245073
전라남도,여수시,2012,1.7,484.5,292217
전라남도,순천시,2012,1.4,371.1,273798
전라남도,나주시,2012,1,91.3,88067
전라남도,광양시,2012,1,155.5,150837
전라남도,담양군,2012,0.7,32.3,47612
전라남도,곡성군,2012,0.6,19.9,30878
전라남도,구례군,2012,0.7,19.4,27077
전라남도,고흥군,2012,0.9,64.3,71560
전라남도,보성군,2012,0.7,32.7,47050
전라남도,화순군,2012,0.6,43,68378
전라남도,장흥군,2012,0.7,30.9,42672
전라남도,강진군,2012,0.7,26.2,40241
전라남도,해남군,2012,2,157.3,78150
전라남도,영암군,2012,0.8,48.7,59997
전라남도,무안군,2012,0.8,57.4,75741
전라남도,함평군,2012,0.6,22.7,35780
전라남도,영광군,2012,0.8,48,57224
전라남도,장성군,2012,0.5,25,46289
전라남도,완도군,2012,1.2,65.3,53871
전라남도,진도군,2012,1.1,35.9,33208
전라남도,신안군,2012,1,44,43898
경상북도,포항시,2012,1.5,753.3,518913
경상북도,경주시,2012,1.1,277.4,264091
경상북도,김천시,2012,0.8,108.3,135504
경상북도,안동시,2012,1,165.9,168302
경상북도,구미시,2012,0.6,253.9,416949
경상북도,영주시,2012,1.6,181.8,113547
경상북도,영천시,2012,0.6,59.9,101798
경상북도,상주시,2012,0.8,87.3,104182
경상북도,문경시,2012,1.4,103.5,75899
경상북도,경산시,2012,0.7,170.3,246358
경상북도,군위군,2012,0.7,17.4,24119
경상북도,의성군,2012,0.7,41.8,57043
경상북도,청송군,2012,0.9,24.7,26481
경상북도,영양군,2012,0.7,12.6,18208
경상북도,영덕군,2012,1.4,55.1,40257
경상북도,청도군,2012,0.4,18.8,43968
경상북도,고령군,2012,0.6,19.6,35343
경상북도,성주군,2012,0.5,23.6,45127
경상북도,칠곡군,2012,0.9,103.6,119786
경상북도,예천군,2012,0.6,28.1,46027
경상북도,봉화군,2012,1.2,41.8,33934
경상북도,울진군,2012,1.1,54.7,51844
경상북도,울릉군,2012,1.9,19.8,10673
경상남도,진주시,2012,1.1,376.1,337314
경상남도,통영시,2012,1.4,190.5,139347
경상남도,사천시,2012,1.3,153.5,115321
경상남도,김해시,2012,0.9,443.6,513260
경상남도,밀양시,2012,0.8,87,108755
경상남도,거제시,2012,1,235.5,236944
경상남도,양산시,2012,0.9,250.1,270460
경상남도,창원시,2012,1.2,1299.8,1091471
경상남도,의령군,2012,0.7,20.9,30329
경상남도,함안군,2012,0.8,56.7,67425
경상남도,창녕군,2012,0.8,49.5,62966
경상남도,고성군,2012,0.6,35.5,56906
경상남도,남해군,2012,0.8,38.3,48223
경상남도,하동군,2012,0.9,44,50806
경상남도,산청군,2012,0.7,25.7,35691
경상남도,함양군,2012,0.6,26.1,40714
경상남도,거창군,2012,1.3,79.4,63103
경상남도,합천군,2012,0.8,41.4,50279
제주특별자치도,제주시,2012,1.3,561.2,429656
제주특별자치도,서귀포시,2012,2,300.7,154057
서울특별시,종로구,2013,2.2,354.7,160070
서울특별시,중구,2013,3.9,507.9,130465
서울특별시,용산구,2013,0.8,193.2,239740
서울특별시,성동구,2013,0.9,261.8,299337
서울특별시,광진구,2013,1,379.3,368927
서울특별시,동대문구,2013,1.1,396.8,364273
서울특별시,중랑구,2013,0.5,227.4,416798
서울특별시,성북구,2013,0.6,274.9,476589
서울특별시,강북구,2013,0.7,232.6,338707
서울특별시,도봉구,2013,1.1,386.2,358582
서울특별시,노원구,2013,0.5,302.4,590479
서울특별시,은평구,2013,0.6,294.9,503660
서울특별시,서대문구,2013,0.8,262.4,314110
서울특별시,마포구,2013,0.8,287,381856
서울특별시,양천구,2013,0.6,276.1,492528
서울특별시,강서구,2013,0.7,370.2,569070
서울특별시,구로구,2013,0.7,278.5,424964
서울특별시,금천구,2013,0.7,180.2,241020
서울특별시,영등포구,2013,0.8,305.8,386471
서울특별시,동작구,2013,0.8,327.5,410815
서울특별시,관악구,2013,0.6,315.5,518028
서울특별시,서초구,2013,1.3,552.3,441763
서울특별시,강남구,2013,1.3,745.2,563599
서울특별시,송파구,2013,0.9,599.8,668415
서울특별시,강동구,2013,0.5,246.4,483379
부산광역시,중구,2013,1.7,79.7,47345
부산광역시,서구,2013,1,117.4,118783
부산광역시,동구,2013,1,94.7,96011
부산광역시,영도구,2013,0.9,117.8,135816
부산광역시,부산진구,2013,0.9,366.5,389765
부산광역시,동래구,2013,0.8,227.9,276689
부산광역시,남구,2013,0.8,219.4,291770
부산광역시,북구,2013,0.8,261.9,309719
부산광역시,해운대구,2013,0.9,375.2,425536
부산광역시,사하구,2013,0.9,323.3,349110
부산광역시,금정구,2013,0.9,217.4,253526
부산광역시,강서구,2013,1.2,83.5,69873
부산광역시,연제구,2013,0.8,175.2,209290
부산광역시,수영구,2013,0.9,149,175098
부산광역시,사상구,2013,1.1,265.7,246797
부산광역시,기장군,2013,0.7,99.2,132507
대구광역시,중구,2013,2.5,191.6,76246
대구광역시,동구,2013,1,360.1,343802
대구광역시,서구,2013,1.2,260.5,215399
대구광역시,남구,2013,1.3,222.6,166062
대구광역시,북구,2013,1,457,444359
대구광역시,수성구,2013,1,448.7,461004
대구광역시,달서구,2013,1,622,610358
대구광역시,달성군,2013,1.2,227.2,184358
인천광역시,중구,2013,1,104.7,107774
인천광역시,동구,2013,0.6,47.3,75093
인천광역시,남구,2013,0.7,287.7,411330
인천광역시,연수구,2013,0.5,142.6,300305
인천광역시,남동구,2013,0.5,267.7,507021
인천광역시,부평구,2013,0.6,355,556985
인천광역시,계양구,2013,0.8,262,343806
인천광역시,서구,2013,1.6,784.8,490035
인천광역시,미추홀구,2013,-,-,-
인천광역시,강화군,2013,0.7,45.7,66735
인천광역시,옹진군,2013,0.7,13.7,20698
광주광역시,동구,2013,1.5,155,103016
광주광역시,서구,2013,1,323.5,315276
광주광역시,남구,2013,0.8,173,216254
광주광역시,북구,2013,0.8,372.5,445489
광주광역시,광산구,2013,0.8,303,392875
대전광역시,동구,2013,0.9,235.6,250653
대전광역시,중구,2013,1,276,264913
대전광역시,서구,2013,0.9,426.3,498917
대전광역시,유성구,2013,0.9,284.9,313968
대전광역시,대덕구,2013,1.2,250.6,204360
울산광역시,중구,2013,1.1,258.4,234607
울산광역시,남구,2013,1.2,410.8,349064
울산광역시,동구,2013,1.2,211.4,178468
울산광역시,북구,2013,0.8,156,185695
울산광역시,울주군,2013,0.9,197.6,208646
경기도,수원시,2013,0.9,1050,1148157
경기도,성남시,2013,0.8,775.3,979534
경기도,의정부시,2013,0.9,370.3,430976
경기도,안양시,2013,0.7,429.1,607877
경기도,부천시,2013,0.6,503.8,863720
경기도,광명시,2013,0.7,256.7,353100
경기도,평택시,2013,0.9,419.5,442034
경기도,동두천시,2013,0.7,65.3,97557
경기도,안산시,2013,0.7,532.1,713666
경기도,고양시,2013,0.9,895.9,990571
경기도,과천시,2013,1.1,76.8,70578
경기도,구리시,2013,0.9,176.7,189680
경기도,남양주시,2013,0.5,336.6,618305
경기도,오산시,2013,0.8,170.4,205460
경기도,시흥시,2013,0.8,312.3,396765
경기도,군포시,2013,0.7,201.3,286344
경기도,의왕시,2013,0.8,128.3,159772
경기도,하남시,2013,1,147.2,145096
경기도,용인시,2013,0.8,787.8,941477
경기도,파주시,2013,0.9,378.5,401718
경기도,이천시,2013,1.1,221.8,205479
경기도,안성시,2013,1.4,249.1,182173
경기도,김포시,2013,0.8,263.2,312305
경기도,화성시,2013,0.5,244.5,530251
경기도,광주시,2013,0.9,257.6,286699
경기도,양주시,2013,1,206,199143
경기도,포천시,2013,1.1,173,156603
경기도,여주시,2013,0.8,92.9,109343
경기도,경기 여주군,2013,-,-,-
경기도,연천군,2013,1.3,61.2,45610
경기도,가평군,2013,1.2,74.6,61017
경기도,양평군,2013,0.6,61.4,103620
강원도,춘천시,2013,1.6,434.9,274455
강원도,원주시,2013,1,310.7,324837
강원도,강릉시,2013,1.7,371.1,216806
강원도,동해시,2013,1.1,107.2,95143
강원도,태백시,2013,1.6,76.3,48794
강원도,속초시,2013,2,165.3,83109
강원도,삼척시,2013,1.5,106.2,73023
강원도,홍천군,2013,0.6,42.9,70638
강원도,횡성군,2013,0.8,37.5,44937
강원도,영월군,2013,1.1,43.9,40150
강원도,평창군,2013,1.1,49,43666
강원도,정선군,2013,1.3,53.7,39985
강원도,철원군,2013,1.2,55.2,47473
강원도,화천군,2013,1.8,44.2,25079
강원도,양구군,2013,1.5,35.4,23594
강원도,인제군,2013,1.9,60.8,32517
강원도,고성군,2013,2.3,69.7,30398
강원도,양양군,2013,1.3,36.6,27659
충청북도,충북 청주시,2013,1.2,781.7,672904
충청북도,충주시,2013,1.2,247.3,208115
충청북도,제천시,2013,0.9,127.9,137204
충청북도,청주시,2013,-,-,-
충청북도,충북 청원군,2013,1.4,209.9,155002
충청북도,보은군,2013,0.9,29.9,34318
충청북도,옥천군,2013,0.8,43.9,52763
충청북도,영동군,2013,0.8,38.3,50539
충청북도,진천군,2013,1.4,89.3,64606
충청북도,괴산군,2013,1.2,46.9,38059
충청북도,음성군,2013,0.8,76.1,93505
충청북도,단양군,2013,1.2,37.3,31171
충청북도,증평군,2013,1,35.6,34546
충청남도,천안시,2013,1.8,1077.7,591089
충청남도,공주시,2013,1.1,130.7,116369
충청남도,보령시,2013,1.1,111.7,104938
충청남도,아산시,2013,1.1,324.7,287073
충청남도,서산시,2013,1.1,178.9,165837
충청남도,논산시,2013,1.4,176,125844
충청남도,계룡시,2013,1.2,47.7,40957
충청남도,당진시,2013,0.9,150.7,159615
충청남도,금산군,2013,1,55.9,55441
충청남도,충남 연기군,2013,-,-,-
충청남도,부여군,2013,1,75.2,72547
충청남도,서천군,2013,0.7,42.7,58441
충청남도,청양군,2013,0.9,28.3,32155
충청남도,홍성군,2013,0.8,67.9,89704
충청남도,예산군,2013,0.6,48.3,85205
충청남도,태안군,2013,1.1,66.2,62416
충청남도,충남 당진군,2013,-,-,-
전라북도,전주시,2013,1.1,699.9,650082
전라북도,군산시,2013,1,289.8,278319
전라북도,익산시,2013,0.7,201,306539
전라북도,정읍시,2013,0.7,83.5,118328
전라북도,남원시,2013,0.8,71.7,86460
전라북도,김제시,2013,0.7,66.1,91218
전라북도,완주군,2013,0.6,48,86978
전라북도,진안군,2013,0.8,20.3,26703
전라북도,무주군,2013,0.9,23.4,25398
전라북도,장수군,2013,0.8,19.7,23243
전라북도,임실군,2013,0.4,12.6,29739
전라북도,순창군,2013,0.6,17.6,30272
전라북도,고창군,2013,0.8,45.6,60522
전라북도,부안군,2013,1,57.1,59164
전라남도,목포시,2013,1,247.4,240936
전라남도,여수시,2013,1.3,384.4,291366
전라남도,순천시,2013,1.2,321,275668
전라남도,나주시,2013,1,90.1,87754
전라남도,광양시,2013,1.7,264.9,151621
전라남도,담양군,2013,0.7,33.4,47365
전라남도,곡성군,2013,0.7,20.2,31009
전라남도,구례군,2013,0.6,17.6,27115
전라남도,고흥군,2013,0.9,63.6,70631
전라남도,보성군,2013,0.7,32.9,46385
전라남도,화순군,2013,0.6,42.7,67829
전라남도,장흥군,2013,0.8,32.9,43004
전라남도,강진군,2013,0.7,28.8,40079
전라남도,해남군,2013,0.7,56.1,77684
전라남도,영암군,2013,1.9,111.5,59061
전라남도,무안군,2013,0.9,67.6,79367
전라남도,함평군,2013,0.5,17.2,35610
전라남도,영광군,2013,0.9,49.2,57617
전라남도,장성군,2013,0.5,23.9,46292
전라남도,완도군,2013,1,52.4,53619
전라남도,진도군,2013,1.4,46.5,32998
전라남도,신안군,2013,1,42.3,44162
경상북도,포항시,2013,1.5,762.5,519467
경상북도,경주시,2013,1,272.4,263283
경상북도,김천시,2013,0.9,119,135259
경상북도,안동시,2013,1.7,278.2,168461
경상북도,구미시,2013,0.6,249.2,419428
경상북도,영주시,2013,1.5,172.4,112625
경상북도,영천시,2013,0.6,61.2,100778
경상북도,상주시,2013,0.8,85,103346
경상북도,문경시,2013,1.5,112.3,75664
경상북도,경산시,2013,0.7,172,248805
경상북도,군위군,2013,0.7,17.4,24172
경상북도,의성군,2013,0.8,42.4,56064
경상북도,청송군,2013,0.9,24.9,26470
경상북도,영양군,2013,0.7,13.1,18297
경상북도,영덕군,2013,1.2,50,40142
경상북도,청도군,2013,0.4,19.5,43788
경상북도,고령군,2013,0.5,17.5,35198
경상북도,성주군,2013,0.6,25.6,45067
경상북도,칠곡군,2013,0.9,112,121182
경상북도,예천군,2013,2,90.4,45573
경상북도,봉화군,2013,1.2,40.7,33894
경상북도,울진군,2013,1,53.7,51953
경상북도,울릉군,2013,1.2,13,10524
경상남도,진주시,2013,1.2,415.1,337071
경상남도,통영시,2013,1.4,191.4,139719
경상남도,사천시,2013,1.4,169,116851
경상남도,김해시,2013,0.9,449.4,522049
경상남도,밀양시,2013,0.8,90.5,108342
경상남도,거제시,2013,0.8,195.2,242077
경상남도,양산시,2013,0.8,235.9,279565
경상남도,창원시,2013,0.9,945,1083731
경상남도,의령군,2013,0.8,23.5,29417
경상남도,함안군,2013,1.2,80.4,67667
경상남도,창녕군,2013,0.8,49.6,63447
경상남도,고성군,2013,0.7,36.9,56369
경상남도,남해군,2013,0.8,39.3,47244
경상남도,하동군,2013,0.9,42.8,50177
경상남도,산청군,2013,1.1,40.4,35935
경상남도,함양군,2013,0.8,31,40692
경상남도,거창군,2013,1.3,79.5,63177
경상남도,합천군,2013,1.2,61.3,50290
제주특별자치도,제주시,2013,1.4,605.9,438165
제주특별자치도,서귀포시,2013,2.4,378.3,155641
서울특별시,종로구,2014,2.3,365.4,156993
서울특별시,중구,2014,3.9,504.5,128065
서울특별시,용산구,2014,1.2,273,235951
서울특별시,성동구,2014,0.9,254.1,296086
서울특별시,광진구,2014,1,348.9,363354
서울특별시,동대문구,2014,1.1,414.7,363687
서울특별시,중랑구,2014,0.9,369.4,418836
서울특별시,성북구,2014,0.8,366.6,466706
서울특별시,강북구,2014,0.7,232,335025
서울특별시,도봉구,2014,1,348.1,353709
서울특별시,노원구,2014,0.6,356.4,582552
서울특별시,은평구,2014,0.6,300.3,498644
서울특별시,서대문구,2014,1,311.7,310376
서울특별시,마포구,2014,1.2,458.1,385439
서울특별시,양천구,2014,0.7,347.9,486221
서울특별시,강서구,2014,0.7,436.8,585160
서울특별시,구로구,2014,0.8,322.5,425831
서울특별시,금천구,2014,1.1,250.6,238463
서울특별시,영등포구,2014,0.9,356.1,382352
서울특별시,동작구,2014,0.8,339.8,407470
서울특별시,관악구,2014,0.7,354.3,513186
서울특별시,서초구,2014,1.2,546.3,449678
서울특별시,강남구,2014,1.4,808.2,578114
서울특별시,송파구,2014,0.8,555.5,664738
서울특별시,강동구,2014,0.8,392.6,476597
부산광역시,중구,2014,2,95.1,46737
부산광역시,서구,2014,1,121.7,118115
부산광역시,동구,2014,1.1,100.7,94565
부산광역시,영도구,2014,1,129,132102
부산광역시,부산진구,2014,1,381.1,387378
부산광역시,동래구,2014,0.9,241.2,275971
부산광역시,남구,2014,0.8,228,286989
부산광역시,북구,2014,0.9,280.8,306974
부산광역시,해운대구,2014,0.9,394.9,423531
부산광역시,사하구,2014,1,330.4,343371
부산광역시,금정구,2014,0.9,228.3,249856
부산광역시,강서구,2014,1.2,95,79619
부산광역시,연제구,2014,0.9,186.3,208012
부산광역시,수영구,2014,1,172.3,178480
부산광역시,사상구,2014,1.1,275.1,242953
부산광역시,기장군,2014,1,137.9,144748
대구광역시,중구,2014,2.1,169,78812
대구광역시,동구,2014,1,341.5,347975
대구광역시,서구,2014,1.3,276,210770
대구광역시,남구,2014,1.1,188,163492
대구광역시,북구,2014,1.1,504.9,444375
대구광역시,수성구,2014,0.9,420.6,456505
대구광역시,달서구,2014,1.2,733,606433
대구광역시,달성군,2014,1.4,266.4,184902
인천광역시,중구,2014,1,109.8,111929
인천광역시,동구,2014,0.7,48.4,73978
인천광역시,남구,2014,0.6,233.2,408305
인천광역시,연수구,2014,0.4,133.6,310703
인천광역시,남동구,2014,0.6,308.3,514656
인천광역시,부평구,2014,0.6,331.9,556992
인천광역시,계양구,2014,0.5,185.2,339538
인천광역시,서구,2014,0.6,295.2,498686
인천광역시,미추홀구,2014,-,-,-
인천광역시,강화군,2014,0.4,29.9,67118
인천광역시,옹진군,2014,0.6,12.6,20703
광주광역시,동구,2014,1.6,157.8,100786
광주광역시,서구,2014,1,304.9,310317
광주광역시,남구,2014,0.8,180.9,219815
광주광역시,북구,2014,0.8,353.3,447685
광주광역시,광산구,2014,0.8,319.5,397281
대전광역시,동구,2014,1,256.6,245493
대전광역시,중구,2014,0.9,237.6,261165
대전광역시,서구,2014,0.9,434.5,496132
대전광역시,유성구,2014,0.9,295.8,327461
대전광역시,대덕구,2014,1.1,226.7,201558
울산광역시,중구,2014,1.1,265.8,238825
울산광역시,남구,2014,1.3,466.9,347759
울산광역시,동구,2014,1.3,231.6,176668
울산광역시,북구,2014,1.3,238.4,188733
울산광역시,울주군,2014,1.2,246.6,214392
경기도,수원시,2014,0.9,1028.6,1174228
경기도,성남시,2014,0.8,827.1,974608
경기도,의정부시,2014,0.9,376.9,431112
경기도,안양시,2014,0.7,414.6,600809
경기도,부천시,2014,0.7,587.8,855586
경기도,광명시,2014,0.7,251.5,348560
경기도,평택시,2014,1,448.1,449555
경기도,동두천시,2014,0.7,71.2,97595
경기도,안산시,2014,0.8,599.4,707876
경기도,고양시,2014,0.9,874.2,1006154
경기도,과천시,2014,1,73.6,70156
경기도,구리시,2014,1.1,209.3,186820
경기도,남양주시,2014,0.6,366.8,636256
경기도,오산시,2014,1,200.4,208565
경기도,시흥시,2014,0.9,349.2,394639
경기도,군포시,2014,0.6,181.3,288408
경기도,의왕시,2014,0.9,144.2,158482
경기도,하남시,2014,2.1,316.9,148896
경기도,용인시,2014,0.9,825,961026
경기도,파주시,2014,1,393.5,411348
경기도,이천시,2014,1,206.6,205014
경기도,안성시,2014,1.3,231.5,181896
경기도,김포시,2014,0.7,252.6,340310
경기도,화성시,2014,0.6,323.3,540862
경기도,광주시,2014,0.9,271.2,298858
경기도,양주시,2014,1,203.5,202072
경기도,포천시,2014,1.1,173.4,155798
경기도,여주시,2014,0.8,86.5,110386
경기도,경기 여주군,2014,-,-,-
경기도,연천군,2014,1,43.5,45363
경기도,가평군,2014,1.1,68.7,61213
경기도,양평군,2014,0.5,51.7,105379
강원도,춘천시,2014,1.8,488,275791
강원도,원주시,2014,0.7,243.7,327292
강원도,강릉시,2014,1.7,370,215807
강원도,동해시,2014,1.3,122.3,94562
강원도,태백시,2014,1.2,58.5,48258
강원도,속초시,2014,2.2,183.2,82432
강원도,삼척시,2014,1.5,110.1,72314
강원도,홍천군,2014,0.7,49.8,70451
강원도,횡성군,2014,0.8,37,45373
강원도,영월군,2014,0.9,35.2,40191
강원도,평창군,2014,1.3,55.9,43660
강원도,정선군,2014,1.4,54.6,39425
강원도,철원군,2014,1.3,60.8,47590
강원도,화천군,2014,1.8,48.4,27143
강원도,양구군,2014,1.5,35.5,23888
강원도,인제군,2014,1.7,55.5,32475
강원도,고성군,2014,1.9,57.9,30269
강원도,양양군,2014,1.4,37.7,27521
충청북도,충북 청주시,2014,-,-,-
충청북도,충주시,2014,1.3,265.8,208527
충청북도,제천시,2014,0.9,122.8,136805
충청북도,청주시,2014,1.4,1163.7,831521
충청북도,충북 청원군,2014,-,-,-
충청북도,보은군,2014,0.9,30.6,34240
충청북도,옥천군,2014,0.8,44.4,52469
충청북도,영동군,2014,0.9,46.8,50803
충청북도,진천군,2014,1,62.1,65174
충청북도,괴산군,2014,1.2,44.2,38351
충청북도,음성군,2014,0.9,87.9,95324
충청북도,단양군,2014,1.2,35.8,30948
충청북도,증평군,2014,1.1,38.9,34771
충청남도,천안시,2014,1.6,943.3,598346
충청남도,공주시,2014,1.1,128.1,113621
충청남도,보령시,2014,1.2,123.2,104321
충청남도,아산시,2014,1,290.2,293954
충청남도,서산시,2014,1.1,179.4,167611
충청남도,논산시,2014,1.4,175.8,124784
충청남도,계룡시,2014,1.6,64,40552
충청남도,당진시,2014,1.2,188.7,162844
충청남도,금산군,2014,1.1,60.7,55166
충청남도,충남 연기군,2014,-,-,-
충청남도,부여군,2014,1.1,77.1,71754
충청남도,서천군,2014,0.7,41.4,57713
충청남도,청양군,2014,0.8,27.2,32248
충청남도,홍성군,2014,0.8,69.3,91866
충청남도,예산군,2014,0.6,52.1,84919
충청남도,태안군,2014,1,62.3,62574
충청남도,충남 당진군,2014,-,-,-
전라북도,전주시,2014,1.1,699.4,652877
전라북도,군산시,2014,1,289,278098
전라북도,익산시,2014,0.7,221.3,304117
전라북도,정읍시,2014,0.7,87.3,117183
전라북도,남원시,2014,0.8,72.2,85643
전라북도,김제시,2014,0.8,71.7,90108
전라북도,완주군,2014,0.6,52,90377
전라북도,진안군,2014,0.8,21.3,26474
전라북도,무주군,2014,0.9,24.1,25390
전라북도,장수군,2014,1.1,25,23335
전라북도,임실군,2014,0.5,14.8,29966
전라북도,순창군,2014,0.4,13,30368
전라북도,고창군,2014,0.9,54.1,60090
전라북도,부안군,2014,1,59.8,57534
전라남도,목포시,2014,1,237.8,239109
전라남도,여수시,2014,1.3,381.7,290900
전라남도,순천시,2014,1.2,342,277188
전라남도,나주시,2014,1,91.6,90669
전라남도,광양시,2014,1.3,196,152097
전라남도,담양군,2014,0.7,31.3,47177
전라남도,곡성군,2014,0.7,22.8,30732
전라남도,구례군,2014,0.6,15.5,27170
전라남도,고흥군,2014,0.8,58,69641
전라남도,보성군,2014,0.8,35.9,45882
전라남도,화순군,2014,0.6,43,66772
전라남도,장흥군,2014,0.8,32.8,43190
전라남도,강진군,2014,0.7,28,39861
전라남도,해남군,2014,0.7,56.6,76981
전라남도,영암군,2014,2,118.9,58852
전라남도,무안군,2014,1.1,90.6,81696
전라남도,함평군,2014,0.4,15.3,35090
전라남도,영광군,2014,0.7,38.2,56833
전라남도,장성군,2014,0.5,21.8,46273
전라남도,완도군,2014,1.2,62.6,53174
전라남도,진도군,2014,1.5,49.1,32746
전라남도,신안군,2014,0.9,40.2,43747
경상북도,포항시,2014,1.2,635.4,519368
경상북도,경주시,2014,1,269.3,261535
경상북도,김천시,2014,0.8,106.1,135456
경상북도,안동시,2014,1.8,300,168697
경상북도,구미시,2014,0.9,358.5,420320
경상북도,영주시,2014,1.6,175.7,110780
경상북도,영천시,2014,0.7,66.4,100689
경상북도,상주시,2014,0.9,90.1,102892
경상북도,문경시,2014,1.5,116.6,75911
경상북도,경산시,2014,0.7,181.8,253968
경상북도,군위군,2014,0.6,15.5,24170
경상북도,의성군,2014,0.8,46,55212
경상북도,청송군,2014,1,27,26453
경상북도,영양군,2014,0.7,13.3,18197
경상북도,영덕군,2014,1.3,51.9,39586
경상북도,청도군,2014,0.5,20.3,43993
경상북도,고령군,2014,0.6,20.3,35033
경상북도,성주군,2014,0.6,27.9,44981
경상북도,칠곡군,2014,1,116.3,122058
경상북도,예천군,2014,1.1,47.8,45104
경상북도,봉화군,2014,1.5,50.6,34023
경상북도,울진군,2014,0.9,46.5,52104
경상북도,울릉군,2014,1.2,12,10264
경상남도,진주시,2014,1.2,413.2,340241
경상남도,통영시,2014,1.4,192.6,139439
경상남도,사천시,2014,1.3,153,116485
경상남도,김해시,2014,0.8,437,527240
경상남도,밀양시,2014,1.5,157.5,107765
경상남도,거제시,2014,1,250.2,248287
경상남도,양산시,2014,0.9,266.6,292376
경상남도,창원시,2014,1,1121.7,1075168
경상남도,의령군,2014,1.1,31.6,29209
경상남도,함안군,2014,1.2,83.1,68741
경상남도,창녕군,2014,0.8,51.4,63502
경상남도,고성군,2014,0.7,37.5,55916
경상남도,남해군,2014,0.8,35.8,46638
경상남도,하동군,2014,0.9,44.1,49223
경상남도,산청군,2014,0.8,28.4,35849
경상남도,함양군,2014,0.9,37.8,40584
경상남도,거창군,2014,1.1,69.5,63137
경상남도,합천군,2014,0.8,41.5,50457
