행정구역별(1),행정구역별(2),year,주민1인당 생활폐기물배출량,생활폐기물발생량,주민등록인구
제주특별자치도,제주시,2014,1.5,657.5,448834
제주특별자치도,서귀포시,2014,2,318.7,158512
서울특별시,종로구,2015,2.1,324.4,154986
서울특별시,중구,2015,4,500.3,125733
서울특별시,용산구,2015,1.1,255.1,233342
서울특별시,성동구,2015,0.9,259.4,297003
서울특별시,광진구,2015,0.9,339.4,360369
서울특별시,동대문구,2015,1.1,408.3,360153
서울특별시,중랑구,2015,0.9,392.1,413909
서울특별시,성북구,2015,0.8,359.2,459275
서울특별시,강북구,2015,0.7,230.2,330873
서울특별시,도봉구,2015,0.9,314.7,351242
서울특별시,노원구,2015,0.8,464.2,574583
서울특별시,은평구,2015,0.5,227.5,497920
서울특별시,서대문구,2015,1,301.5,312141
서울특별시,마포구,2015,1.2,461.6,387643
서울특별시,양천구,2015,0.7,322.5,484532
서울특별시,강서구,2015,0.7,434.2,589074
서울특별시,구로구,2015,0.7,314.7,422092
서울특별시,금천구,2015,1,240.1,236284
서울특별시,영등포구,2015,1,389.9,378504
서울특별시,동작구,2015,0.7,297.9,400641
서울특별시,관악구,2015,0.7,337.9,509663
서울특별시,서초구,2015,1.3,562.3,446764
서울특별시,강남구,2015,1.2,713.2,576495
서울특별시,송파구,2015,0.9,575.7,660302
서울특별시,강동구,2015,0.9,412.4,458658
부산광역시,중구,2015,1.9,88.7,45816
부산광역시,서구,2015,1.1,122.1,115963
부산광역시,동구,2015,1.1,99.9,92069
부산광역시,영도구,2015,1,124.6,129385
부산광역시,부산진구,2015,1,377.4,381572
부산광역시,동래구,2015,0.9,240.8,272837
부산광역시,남구,2015,0.8,238.2,283101
부산광역시,북구,2015,0.9,280.7,310484
부산광역시,해운대구,2015,0.9,393.5,422818
부산광역시,사하구,2015,1,329.1,337781
부산광역시,금정구,2015,0.9,228.1,246026
부산광역시,강서구,2015,1.1,100.7,94608
부산광역시,연제구,2015,0.9,186.9,210718
부산광역시,수영구,2015,0.9,157,179795
부산광역시,사상구,2015,1.2,273.8,237711
부산광역시,기장군,2015,0.8,124.9,153093
대구광역시,중구,2015,2.3,182.8,80928
대구광역시,동구,2015,1,340.7,349728
대구광역시,서구,2015,1.5,299.4,206028
대구광역시,남구,2015,1.3,201.5,160852
대구광역시,북구,2015,1.2,536.7,443119
대구광역시,수성구,2015,1,441.3,451786
대구광역시,달서구,2015,1.2,707.4,602641
대구광역시,달성군,2015,1.3,256.7,192747
인천광역시,중구,2015,0.9,102.6,114493
인천광역시,동구,2015,0.6,46.7,72571
인천광역시,남구,2015,0.6,238.9,404893
인천광역시,연수구,2015,0.4,135,319052
인천광역시,남동구,2015,0.6,330.1,531395
인천광역시,부평구,2015,0.6,333.1,555844
인천광역시,계양구,2015,0.6,195.2,334332
인천광역시,서구,2015,0.6,307.1,504606
인천광역시,미추홀구,2015,-,-,-
인천광역시,강화군,2015,0.7,45.8,67667
인천광역시,옹진군,2015,0.7,15.5,20962
광주광역시,동구,2015,1.3,126.8,98784
광주광역시,서구,2015,0.9,266.9,305028
광주광역시,남구,2015,0.9,192.1,221318
광주광역시,북구,2015,0.7,331.2,446316
광주광역시,광산구,2015,0.9,355.9,400753
대전광역시,동구,2015,1,247.8,239579
대전광역시,중구,2015,1,261.7,256186
대전광역시,서구,2015,0.9,460.9,490859
대전광역시,유성구,2015,1,325.9,335312
대전광역시,대덕구,2015,1.5,293.5,196839
울산광역시,중구,2015,1.1,271.7,244481
울산광역시,남구,2015,1.4,494.2,343598
울산광역시,동구,2015,1.3,220.2,174963
울산광역시,북구,2015,1.3,239.1,191063
울산광역시,울주군,2015,1.5,326.3,219429
경기도,수원시,2015,0.9,1101.5,1184624
경기도,성남시,2015,0.8,791,971424
경기도,의정부시,2015,0.9,387.8,433937
경기도,안양시,2015,0.9,513.8,597789
경기도,부천시,2015,0.7,559.4,848987
경기도,광명시,2015,0.7,250,344978
경기도,평택시,2015,1,454.5,460532
경기도,동두천시,2015,0.7,72.1,97974
경기도,안산시,2015,0.8,560.9,697885
경기도,고양시,2015,0.9,913,1027546
경기도,과천시,2015,1.1,73.5,68946
경기도,구리시,2015,1,192.9,186721
경기도,남양주시,2015,0.5,346.2,653454
경기도,오산시,2015,0.9,186.9,206828
경기도,시흥시,2015,0.9,371.2,398256
경기도,군포시,2015,0.7,193.1,287519
경기도,의왕시,2015,0.9,136,157740
경기도,하남시,2015,2.3,386.1,166713
경기도,용인시,2015,1,977.3,975746
경기도,파주시,2015,1,422.6,423321
경기도,이천시,2015,1.4,291.8,204935
경기도,안성시,2015,1.3,231.3,180199
경기도,김포시,2015,0.9,316.4,349990
경기도,화성시,2015,0.8,454.1,596525
경기도,광주시,2015,0.9,292.7,312579
경기도,양주시,2015,1.1,224.5,205184
경기도,포천시,2015,2.4,374.4,155192
경기도,여주시,2015,1.5,161,111033
경기도,경기 여주군,2015,-,-,-
경기도,연천군,2015,0.9,43.4,45725
경기도,가평군,2015,2.1,132.1,62008
경기도,양평군,2015,0.5,55.6,108316
강원도,춘천시,2015,1.6,436.8,277997
강원도,원주시,2015,0.7,243.3,332995
강원도,강릉시,2015,1.7,355.8,214560
강원도,동해시,2015,1.3,125.4,93895
강원도,태백시,2015,1.3,64,47501
강원도,속초시,2015,1.8,150.9,81992
강원도,삼척시,2015,1.5,108.8,70839
강원도,홍천군,2015,0.9,60.1,70336
강원도,횡성군,2015,0.9,40.3,45777
강원도,영월군,2015,0.8,32.3,40216
강원도,평창군,2015,1,45.6,43500
강원도,정선군,2015,1.4,55.6,39197
강원도,철원군,2015,1.2,57.9,48799
강원도,화천군,2015,1.8,49.4,27020
강원도,양구군,2015,1.2,28.6,24089
강원도,인제군,2015,2.3,76.3,33255
강원도,고성군,2015,1.9,58.2,30060
강원도,양양군,2015,1.5,42.3,27479
충청북도,충북 청주시,2015,-,-,-
충청북도,충주시,2015,0.8,166,207913
충청북도,제천시,2015,0.9,123,136138
충청북도,청주시,2015,1.2,989.4,831912
충청북도,충북 청원군,2015,-,-,-
충청북도,보은군,2015,1,35.9,34296
충청북도,옥천군,2015,0.8,43.7,52404
충청북도,영동군,2015,0.9,47.9,50693
충청북도,진천군,2015,1.1,72.6,67981
충청북도,괴산군,2015,1.3,49.2,38787
충청북도,음성군,2015,0.7,71.3,96396
충청북도,단양군,2015,1.3,39.3,30761
충청북도,증평군,2015,1.2,42.3,36671
충청남도,천안시,2015,1.4,853.9,605776
충청남도,공주시,2015,1.3,150,111261
충청남도,보령시,2015,1.1,117.8,104754
충청남도,아산시,2015,1.3,382.2,297737
충청남도,서산시,2015,1.5,263.1,170099
충청남도,논산시,2015,1.5,184.3,124232
충청남도,계룡시,2015,1,41.8,41730
충청남도,당진시,2015,0.9,142.6,165122
충청남도,금산군,2015,1,54.3,54879
충청남도,충남 연기군,2015,-,-,-
충청남도,부여군,2015,1.1,77.2,71143
충청남도,서천군,2015,1.1,61.7,56910
충청남도,청양군,2015,0.8,25.8,32485
충청남도,홍성군,2015,0.8,71.8,94553
충청남도,예산군,2015,0.7,55.9,83484
충청남도,태안군,2015,1.5,96.7,63484
충청남도,충남 당진군,2015,-,-,-
전라북도,전주시,2015,1.2,796.6,652282
전라북도,군산시,2015,1.1,299.6,278398
전라북도,익산시,2015,0.9,260.3,302061
전라북도,정읍시,2015,0.7,83.9,115977
전라북도,남원시,2015,0.8,69.1,84856
전라북도,김제시,2015,0.8,70.8,88721
전라북도,완주군,2015,0.7,65.1,95303
전라북도,진안군,2015,0.8,20.5,26203
전라북도,무주군,2015,1.1,26.9,25220
전라북도,장수군,2015,1,23.6,23277
전라북도,임실군,2015,0.5,15.4,30271
전라북도,순창군,2015,0.5,14.3,30248
전라북도,고창군,2015,0.7,43.7,60046
전라북도,부안군,2015,0.7,41.4,56848
전라남도,목포시,2015,1.1,257.8,238382
전라남도,여수시,2015,1.3,378.2,290168
전라남도,순천시,2015,1,268.7,278765
전라남도,나주시,2015,1,94.6,98182
전라남도,광양시,2015,1.4,220.6,153587
전라남도,담양군,2015,0.7,34.1,47009
전라남도,곡성군,2015,0.9,26.6,30672
전라남도,구례군,2015,0.6,15.8,27308
전라남도,고흥군,2015,0.9,63.7,68601
전라남도,보성군,2015,0.8,37.4,45349
전라남도,화순군,2015,0.7,43.2,65848
전라남도,장흥군,2015,0.7,31.6,43513
전라남도,강진군,2015,0.7,28.8,38758
전라남도,해남군,2015,0.7,54.1,76194
전라남도,영암군,2015,2,113.4,58137
전라남도,무안군,2015,0.9,70.1,82236
전라남도,함평군,2015,0.5,15.8,34876
전라남도,영광군,2015,0.7,39.1,56267
전라남도,장성군,2015,0.7,30.9,46360
전라남도,완도군,2015,1,52,53014
전라남도,진도군,2015,1,32.3,32476
전라남도,신안군,2015,0.9,39.8,43294
경상북도,포항시,2015,1,525.2,519584
경상북도,경주시,2015,1.1,287.3,259773
경상북도,김천시,2015,0.8,111.1,140132
경상북도,안동시,2015,1.7,282.9,169221
경상북도,구미시,2015,1,402.8,419915
경상북도,영주시,2015,1.5,162.1,109735
경상북도,영천시,2015,0.8,81,100648
경상북도,상주시,2015,0.9,95.9,102374
경상북도,문경시,2015,1.5,112.7,75784
경상북도,경산시,2015,0.9,218.9,256888
경상북도,군위군,2015,0.8,19.3,24126
경상북도,의성군,2015,0.7,39.5,54477
경상북도,청송군,2015,1.2,32,26384
경상북도,영양군,2015,0.8,13.5,17898
경상북도,영덕군,2015,1.3,51.9,39191
경상북도,청도군,2015,0.5,22,43724
경상북도,고령군,2015,0.7,23.7,34594
경상북도,성주군,2015,0.8,37.9,45029
경상북도,칠곡군,2015,1,119.6,122829
경상북도,예천군,2015,0.7,33.2,44674
경상북도,봉화군,2015,1.9,64.1,33808
경상북도,울진군,2015,1.1,56.1,51885
경상북도,울릉군,2015,1.2,12.3,10153
경상남도,진주시,2015,1.2,427.8,344426
경상남도,통영시,2015,1.5,208,139168
경상남도,사천시,2015,1.5,169.6,115452
경상남도,김해시,2015,0.9,455.3,528865
경상남도,밀양시,2015,0.9,98.3,107896
경상남도,거제시,2015,1,264.8,255828
경상남도,양산시,2015,0.9,269.5,301291
경상남도,창원시,2015,1,1123.2,1070064
경상남도,의령군,2015,0.9,25.5,28544
경상남도,함안군,2015,1.1,75.3,69156
경상남도,창녕군,2015,0.8,50.7,63817
경상남도,고성군,2015,0.7,39.2,55284
경상남도,남해군,2015,1.2,55,45865
경상남도,하동군,2015,0.9,46.4,50259
경상남도,산청군,2015,0.8,30,36071
경상남도,함양군,2015,0.8,33,40339
경상남도,거창군,2015,1.2,78.9,63232
경상남도,합천군,2015,0.9,45.9,49145
제주특별자치도,제주시,2015,1.8,819.3,459876
제주특별자치도,서귀포시,2015,2.1,343,164519
서울특별시,종로구,2016,2.7,406,152737
서울특별시,중구,2016,4,499.2,125249
서울특별시,용산구,2016,1.1,262.1,230241
서울특별시,성동구,2016,0.9,257.8,299259
서울특별시,광진구,2016,0.9,326.3,357215
서울특별시,동대문구,2016,1.2,426.6,355069
서울특별시,중랑구,2016,0.9,387.9,411005
서울특별시,성북구,2016,0.8,358.3,450355
서울특별시,강북구,2016,0.7,230,327195
서울특별시,도봉구,2016,0.9,315.1,348220
서울특별시,노원구,2016,0.8,455.1,567581
서울특별시,은평구,2016,0.6,283.4,491476
서울특별시,서대문구,2016,0.9,298.4,314194
서울특별시,마포구,2016,1.2,456.6,379892
서울특별시,양천구,2016,0.6,287.9,477739
서울특별시,강서구,2016,0.7,425.3,595485
서울특별시,구로구,2016,0.8,318.2,417551
서울특별시,금천구,2016,1,239.6,235386
서울특별시,영등포구,2016,1.1,406.8,370613
서울특별시,동작구,2016,0.7,280.5,400997
서울특별시,관악구,2016,0.7,339.7,506851
서울특별시,서초구,2016,1.3,570.1,447192
서울특별시,강남구,2016,1.2,707.2,567115
서울특별시,송파구,2016,0.9,569.7,657831
서울특별시,강동구,2016,1.1,500.2,444168
부산광역시,중구,2016,1.9,88,45208
부산광역시,서구,2016,1.1,121.2,112973
부산광역시,동구,2016,1.1,97.9,89826
부산광역시,영도구,2016,1,126.3,126362
부산광역시,부산진구,2016,1,371.3,376526
부산광역시,동래구,2016,0.9,242,272745
부산광역시,남구,2016,0.8,231.6,278779
부산광역시,북구,2016,0.9,277.7,310202
부산광역시,해운대구,2016,1,400.6,419853
부산광역시,사하구,2016,0.9,312.8,334603
부산광역시,금정구,2016,0.9,229,244624
부산광역시,강서구,2016,1,113.6,108909
부산광역시,연제구,2016,0.9,185.5,207268
부산광역시,수영구,2016,0.9,157.9,179324
부산광역시,사상구,2016,1.1,264.9,232800
부산광역시,기장군,2016,0.8,131.9,158527
대구광역시,중구,2016,2.4,193.3,79712
대구광역시,동구,2016,1,353.9,351352
대구광역시,서구,2016,1.4,285,199507
대구광역시,남구,2016,1.3,203.7,156433
대구광역시,북구,2016,1.2,528.3,440383
대구광역시,수성구,2016,1,459.6,447011
대구광역시,달서구,2016,1.1,679.3,591891
대구광역시,달성군,2016,1.2,253.8,218268
인천광역시,중구,2016,1.1,132.1,115249
인천광역시,동구,2016,0.8,54.8,71014
인천광역시,남구,2016,0.6,262.1,417103
인천광역시,연수구,2016,0.7,229.7,328627
인천광역시,남동구,2016,1,551.8,530982
인천광역시,부평구,2016,0.7,395.5,549716
인천광역시,계양구,2016,0.6,206.4,330284
인천광역시,서구,2016,0.9,480.2,510733
인천광역시,미추홀구,2016,-,-,-
인천광역시,강화군,2016,0.7,50.5,68010
인천광역시,옹진군,2016,0.8,17.9,21351
광주광역시,동구,2016,1.1,106.2,95791
광주광역시,서구,2016,0.9,281.6,309579
광주광역시,남구,2016,0.9,191.2,219729
광주광역시,북구,2016,0.7,322.6,441066
광주광역시,광산구,2016,0.9,345.6,403049
대전광역시,동구,2016,1.1,255.5,234959
대전광역시,중구,2016,1.2,297.2,252490
대전광역시,서구,2016,0.9,451.4,491011
대전광역시,유성구,2016,1,350.8,343222
대전광역시,대덕구,2016,1.4,273.6,192688
울산광역시,중구,2016,1.2,294,242536
울산광역시,남구,2016,1.5,520.8,340714
울산광역시,동구,2016,1.3,223.2,174514
울산광역시,북구,2016,1.3,262.9,195285
울산광역시,울주군,2016,1.3,290.5,219255
경기도,수원시,2016,1,1241,1194041
경기도,성남시,2016,0.9,873.8,974580
경기도,의정부시,2016,0.9,378.9,438457
경기도,안양시,2016,0.8,494.6,597414
경기도,부천시,2016,0.7,573.4,851380
경기도,광명시,2016,0.7,244.3,339484
경기도,평택시,2016,0.9,411.8,470832
경기도,동두천시,2016,0.8,79.5,98277
경기도,안산시,2016,0.8,562,689859
경기도,고양시,2016,0.9,885.6,1039684
경기도,과천시,2016,1.4,89.6,63778
경기도,구리시,2016,1.1,222.2,193763
경기도,남양주시,2016,0.6,379,662154
경기도,오산시,2016,0.9,179.8,208656
경기도,시흥시,2016,1.2,465.7,402888
경기도,군포시,2016,0.8,219.5,284890
경기도,의왕시,2016,0.9,144.4,156763
경기도,하남시,2016,1.5,326.8,211101
경기도,용인시,2016,1.1,1062,991126
경기도,파주시,2016,1.1,472.9,430781
경기도,이천시,2016,1.5,322.3,210359
경기도,안성시,2016,1.2,222.5,182896
경기도,김포시,2016,0.7,249.7,363443
경기도,화성시,2016,0.9,603.7,640890
경기도,광주시,2016,0.9,295.9,327723
경기도,양주시,2016,1.2,247.5,205513
경기도,포천시,2016,2.7,424.1,154763
경기도,여주시,2016,1.9,207.4,111563
경기도,경기 여주군,2016,-,-,-
경기도,연천군,2016,1.2,52.9,45907
경기도,가평군,2016,1.2,76.5,62448
경기도,양평군,2016,0.5,60.2,111367
강원도,춘천시,2016,1.5,430.8,280707
강원도,원주시,2016,0.8,268.2,337979
강원도,강릉시,2016,1.8,384,213846
강원도,동해시,2016,1.4,130.9,93297
강원도,태백시,2016,1,45.8,47070
강원도,속초시,2016,1.9,156.2,81793
강원도,삼척시,2016,2.1,144.5,69599
강원도,홍천군,2016,1.1,80.1,70076
강원도,횡성군,2016,1.3,59.5,45991
강원도,영월군,2016,0.8,32.6,40073
강원도,평창군,2016,1.3,58.1,43318
강원도,정선군,2016,1.7,66.2,38718
강원도,철원군,2016,1.2,55.7,48013
강원도,화천군,2016,1.9,49.6,26264
강원도,양구군,2016,1.5,36,24010
강원도,인제군,2016,2.6,83.9,32720
강원도,고성군,2016,1.7,50,30114
강원도,양양군,2016,1.7,47,27218
충청북도,충북 청주시,2016,-,-,-
충청북도,충주시,2016,1.6,340.9,208350
충청북도,제천시,2016,0.8,114,136517
충청북도,청주시,2016,1.5,1212.7,835197
충청북도,충북 청원군,2016,-,-,-
충청북도,보은군,2016,1,32.7,34221
충청북도,옥천군,2016,1.2,60.9,52267
충청북도,영동군,2016,0.9,46.2,50552
충청북도,진천군,2016,1.1,79.2,69950
충청북도,괴산군,2016,1.5,58.6,38973
충청북도,음성군,2016,0.8,81.1,97787
충청북도,단양군,2016,1.6,47.5,30503
충청북도,증평군,2016,1.1,40.6,37308
충청남도,천안시,2016,1.4,883,617955
충청남도,공주시,2016,1.3,141.2,109931
충청남도,보령시,2016,1.4,145.9,103873
충청남도,아산시,2016,1,297,302929
충청남도,서산시,2016,1,169.7,170788
충청남도,논산시,2016,1.4,173.3,123213
충청남도,계룡시,2016,1,44.7,42634
충청남도,당진시,2016,1.1,183.1,166630
충청남도,금산군,2016,1,55,54612
충청남도,충남 연기군,2016,-,-,-
충청남도,부여군,2016,1.1,77.5,70187
충청남도,서천군,2016,1.3,72.1,56012
충청남도,청양군,2016,0.8,26.3,32753
충청남도,홍성군,2016,0.8,78.6,99971
충청남도,예산군,2016,0.9,72,81339
충청남도,태안군,2016,1.3,82.6,63900
충청남도,충남 당진군,2016,-,-,-
전라북도,전주시,2016,1.1,729,651744
전라북도,군산시,2016,1.1,302.7,277551
전라북도,익산시,2016,0.9,265.3,300479
전라북도,정읍시,2016,0.8,87.5,115173
전라북도,남원시,2016,1.1,92.8,84188
전라북도,김제시,2016,1,86.5,87782
전라북도,완주군,2016,1.1,101.3,95480
전라북도,진안군,2016,0.6,14.5,26069
전라북도,무주군,2016,1.2,28.7,24949
전라북도,장수군,2016,0.9,21.8,23628
전라북도,임실군,2016,0.5,15.1,30197
전라북도,순창군,2016,0.5,15.1,29949
전라북도,고창군,2016,0.7,44.3,60597
전라북도,부안군,2016,0.8,42.9,57005
전라남도,목포시,2016,1.1,268.6,237739
전라남도,여수시,2016,1.5,426.7,288988
전라남도,순천시,2016,0.9,240.9,278548
전라남도,나주시,2016,0.8,83.9,104376
전라남도,광양시,2016,1.6,244,155580
전라남도,담양군,2016,0.3,14.9,47229
전라남도,곡성군,2016,0.8,25.1,30400
전라남도,구례군,2016,0.6,16.9,27412
전라남도,고흥군,2016,0.8,55,67656
전라남도,보성군,2016,0.7,30.8,44469
전라남도,화순군,2016,0.7,43.5,65303
전라남도,장흥군,2016,0.9,35.3,40669
전라남도,강진군,2016,1,36.7,37753
전라남도,해남군,2016,0.8,57.2,75121
전라남도,영암군,2016,1.7,99,57045
전라남도,무안군,2016,0.9,75.6,82109
전라남도,함평군,2016,0.5,16.8,34397
전라남도,영광군,2016,0.7,38.3,55618
전라남도,장성군,2016,0.9,43.7,46104
전라남도,완도군,2016,0.8,43,52668
전라남도,진도군,2016,0.9,29.9,32078
전라남도,신안군,2016,1,41,42652
경상북도,포항시,2016,1,541.1,516775
경상북도,경주시,2016,1.2,300.7,259452
경상북도,김천시,2016,1,136.9,142256
경상북도,안동시,2016,1.2,199.5,168798
경상북도,구미시,2016,0.9,380.3,419891
경상북도,영주시,2016,1.8,195.5,109247
경상북도,영천시,2016,1.3,129,100521
경상북도,상주시,2016,0.9,95.6,101799
경상북도,문경시,2016,1.7,125.3,74702
경상북도,경산시,2016,0.9,235.5,258037
경상북도,군위군,2016,0.9,21.4,24171
경상북도,의성군,2016,0.8,42.7,54014
경상북도,청송군,2016,1,27.4,26301
경상북도,영양군,2016,0.8,14.8,17713
경상북도,영덕군,2016,1.5,58.5,39052
경상북도,청도군,2016,0.7,31.6,43564
경상북도,고령군,2016,0.7,25.5,34257
경상북도,성주군,2016,0.7,32.4,45205
경상북도,칠곡군,2016,1,126.2,123199
경상북도,예천군,2016,0.8,34.8,46166
경상북도,봉화군,2016,1.7,56.7,33539
경상북도,울진군,2016,1.2,59.6,51738
경상북도,울릉군,2016,1.4,14.4,10001
경상남도,진주시,2016,1.2,401.7,346739
경상남도,통영시,2016,1.7,229.8,138160
경상남도,사천시,2016,1.7,190.1,114912
경상남도,김해시,2016,0.9,498.8,529422
경상남도,밀양시,2016,1,112.4,108354
경상남도,거제시,2016,1.4,350.4,257183
경상남도,양산시,2016,1.1,357.5,317037
경상남도,창원시,2016,1.2,1245.7,1063907
경상남도,의령군,2016,1,28.6,28111
경상남도,함안군,2016,1.1,77.6,68937
경상남도,창녕군,2016,0.8,51.5,63982
경상남도,고성군,2016,0.9,51,54703
경상남도,남해군,2016,1.5,67.9,45129
경상남도,하동군,2016,1.1,56.1,49622
경상남도,산청군,2016,1.2,41.8,36098
경상남도,함양군,2016,1.2,46.7,40241
경상남도,거창군,2016,1.3,83.3,63308
경상남도,합천군,2016,1.3,60.5,48026
제주특별자치도,제주시,2016,1.9,881.9,470665
제주특별자치도,서귀포시,2016,2.5,423.4,170932
서울특별시,종로구,2017,2.4,375.1,154770
서울특별시,중구,2017,3.5,446,125709
서울특별시,용산구,2017,1.1,262.7,229161
서울특별시,성동구,2017,0.8,255.7,304808
서울특별시,광진구,2017,0.9,319.2,357703
서울특별시,동대문구,2017,1.2,422.5,350647
서울특별시,중랑구,2017,0.9,361.3,408226
서울특별시,성북구,2017,0.8,345.5,444055
서울특별시,강북구,2017,0.7,224.9,324479
서울특별시,도봉구,2017,0.7,243.6,344166
서울특별시,노원구,2017,0.8,416.7,554403
서울특별시,은평구,2017,0.7,319.6,486794
서울특별시,서대문구,2017,1,298.3,312800
서울특별시,마포구,2017,1.2,437.7,374915
서울특별시,양천구,2017,0.6,295.4,471154
서울특별시,강서구,2017,0.8,463.7,601691
서울특별시,구로구,2017,0.8,310.8,410742
서울특별시,금천구,2017,1,241.8,235154
서울특별시,영등포구,2017,0.9,340.7,368550
서울특별시,동작구,2017,0.7,269,396217
서울특별시,관악구,2017,0.7,361.8,503297
서울특별시,서초구,2017,1.3,571.7,441102
서울특별시,강남구,2017,1.3,708.3,556164
서울특별시,송파구,2017,0.8,550.3,664496
서울특별시,강동구,2017,0.9,375,436223
부산광역시,중구,2017,1.9,85,44218
부산광역시,서구,2017,1.1,117.4,110039
부산광역시,동구,2017,1.1,94,88868
부산광역시,영도구,2017,1,120.5,123521
부산광역시,부산진구,2017,1,365.9,371703
부산광역시,동래구,2017,0.9,235.2,270727
부산광역시,남구,2017,0.8,223.7,273854
부산광역시,북구,2017,0.9,270.3,302924
부산광역시,해운대구,2017,0.9,388.7,412039
부산광역시,사하구,2017,1.1,350.6,333301
부산광역시,금정구,2017,1,232.5,244469
부산광역시,강서구,2017,1.2,140.5,117382
부산광역시,연제구,2017,0.9,185.2,206742
부산광역시,수영구,2017,0.8,152.3,179996
부산광역시,사상구,2017,1.1,250.4,229219
부산광역시,기장군,2017,0.8,131,161651
대구광역시,중구,2017,2.3,185.1,78986
대구광역시,동구,2017,1,349.2,349379
대구광역시,서구,2017,1.5,295.2,191992
대구광역시,남구,2017,1.3,193.8,152845
대구광역시,북구,2017,1.1,492.8,441375
대구광역시,수성구,2017,1,442.7,439211
대구광역시,달서구,2017,1.2,666.3,578068
대구광역시,달성군,2017,1.1,270.3,243375
인천광역시,중구,2017,1.9,219,117999
인천광역시,동구,2017,1,67.9,69487
인천광역시,남구,2017,0.6,259.1,419267
인천광역시,연수구,2017,0.7,246.2,335142
인천광역시,남동구,2017,0.9,473.2,536578
인천광역시,부평구,2017,0.7,387.5,539941
인천광역시,계양구,2017,0.6,206,323784
인천광역시,서구,2017,0.7,340.4,516017
인천광역시,미추홀구,2017,-,-,-
인천광역시,강화군,2017,0.7,49.1,68754
인천광역시,옹진군,2017,0.8,17.9,21573
광주광역시,동구,2017,1.1,102.3,95448
광주광역시,서구,2017,0.9,262.1,306957
광주광역시,남구,2017,0.9,187,218454
광주광역시,북구,2017,0.8,364.7,438780
광주광역시,광산구,2017,0.9,353,404131
대전광역시,동구,2017,1.2,271.4,230516
대전광역시,중구,2017,1.2,291.4,248933
대전광역시,서구,2017,0.9,449.4,487448
대전광역시,유성구,2017,1,353.6,348428
대전광역시,대덕구,2017,1.6,298.2,186902
울산광역시,중구,2017,1.1,264.8,238652
울산광역시,남구,2017,1.5,512.6,335439
울산광역시,동구,2017,1.2,212,169605
울산광역시,북구,2017,1.2,250.1,200718
울산광역시,울주군,2017,1.2,270.3,220718
경기도,수원시,2017,1,1143.6,1202628
경기도,성남시,2017,0.9,864.2,967510
경기도,의정부시,2017,1,425.8,441584
경기도,안양시,2017,0.6,366.5,587764
경기도,부천시,2017,0.9,747.1,850329
경기도,광명시,2017,0.8,255.9,332790
경기도,평택시,2017,0.8,395.3,481530
경기도,동두천시,2017,0.8,75.6,97071
경기도,안산시,2017,0.8,552.7,677710
경기도,고양시,2017,0.9,953.4,1041983
경기도,과천시,2017,1.2,70.3,57527
경기도,구리시,2017,0.8,156.9,200042
경기도,남양주시,2017,0.6,367.5,665321
경기도,오산시,2017,0.9,202.6,213437
경기도,시흥시,2017,1.1,479.5,419664
경기도,군포시,2017,0.8,229.7,281205
경기도,의왕시,2017,1,150.4,155767
경기도,하남시,2017,0.8,176.6,232487
경기도,용인시,2017,0.9,874.3,1004081
경기도,파주시,2017,1,434.4,437848
경기도,이천시,2017,1.3,282.2,213142
경기도,안성시,2017,1.3,230.8,182786
경기도,김포시,2017,0.6,253.4,392092
경기도,화성시,2017,1,716.6,691086
경기도,광주시,2017,0.9,301,345947
경기도,양주시,2017,1.8,377.9,212146
경기도,포천시,2017,0.9,143.6,152925
경기도,여주시,2017,1.8,197.8,111984
경기도,경기 여주군,2017,-,-,-
경기도,연천군,2017,0.8,36.9,45431
경기도,가평군,2017,1.2,75.7,62973
경기도,양평군,2017,0.6,67.1,115105
강원도,춘천시,2017,1.5,409.2,280514
강원도,원주시,2017,1.3,453.8,341337
강원도,강릉시,2017,1.7,358.3,213952
강원도,동해시,2017,1.4,128.9,92851
강원도,태백시,2017,2,93,45888
